Channel              :,CH1
Frequency            :,"	?"
Period               :,  ?
PK-PK                :,474.0mV?
Average              :,0.054mV?
Vertical pos         :,-1.000000mV
Probe attenuation    :,1X
Voltage per ADC value:,0.125000mV
Time interval        :,200.00000uS
,
index,CH1_Voltage(mV)
1,5
2,5
3,-21
4,-23
5,-25
6,-31
7,-27
8,-37
9,-27
10,-29
11,-19
12,-21
13,-33
14,-17
15,-23
16,-29
17,-23
18,-41
19,-19
20,-19
21,-13
22,-13
23,-9
24,-21
25,-7
26,-5
27,-15
28,-57
29,-99
30,-125
31,-135
32,-159
33,-177
34,-185
35,-179
36,-185
37,-187
38,-201
39,-119
40,-47
41,-37
42,1
43,19
44,21
45,27
46,69
47,9
48,-5
49,-9
50,-57
51,-61
52,-19
53,39
54,47
55,113
56,35
57,35
58,49
59,53
60,47
61,25
62,7
63,39
64,43
65,35
66,47
67,7
68,39
69,39
70,43
71,49
72,39
73,39
74,43
75,35
76,39
77,29
78,19
79,-7
80,9
81,25
82,25
83,25
84,33
85,43
86,57
87,63
88,63
89,61
90,53
91,57
92,63
93,75
94,77
95,57
96,59
97,59
98,49
99,53
100,41
101,43
102,29
103,-9
104,-17
105,-29
106,-25
107,-3
108,1
109,7
110,-21
111,-21
112,-31
113,-45
114,-27
115,-41
116,-57
117,-45
118,-19
119,-3
120,27
121,-21
122,-29
123,-13
124,-23
125,-17
126,-7
127,5
128,13
129,-3
130,-21
131,-37
132,1
133,5
134,-3
135,9
136,17
137,17
138,17
139,11
140,5
141,5
142,11
143,-3
144,11
145,13
146,13
147,13
148,7
149,13
150,11
151,13
152,25
153,41
154,41
155,39
156,39
157,35
158,29
159,25
160,27
161,21
162,19
163,39
164,17
165,25
166,29
167,25
168,19
169,17
170,13
171,19
172,19
173,21
174,11
175,25
176,9
177,1
178,7
179,-5
180,1
181,1
182,1
183,5
184,13
185,-3
186,1
187,1
188,1
189,7
190,5
191,-3
192,1
193,1
194,1
195,1
196,11
197,1
198,-3
199,-5
200,1
201,-5
202,-3
203,-21
204,-21
205,-21
206,-17
207,19
208,-23
209,-21
210,-21
211,-15
212,-15
213,-19
214,-9
215,-17
216,-51
217,-17
218,-17
219,-19
220,-17
221,-13
222,-15
223,-9
224,-13
225,-3
226,-5
227,25
228,-9
229,5
230,1
231,-3
232,-3
233,-3
234,-3
235,1
236,-5
237,-3
238,-51
239,1
240,-3
241,-3
242,-3
243,1
244,-3
245,-3
246,1
247,-1
248,-3
249,1
250,1
251,1
252,9
253,19
254,21
255,17
256,19
257,17
258,19
259,15
260,15
261,11
262,1
263,17
264,7
265,9
266,11
267,11
268,9
269,5
270,11
271,9
272,9
273,7
274,5
275,7
276,-3
277,-3
278,-13
279,-7
280,1
281,-7
282,-3
283,-3
284,-3
285,1
286,-3
287,1
288,1
289,-5
290,7
291,1
292,1
293,1
294,1
295,-3
296,-1
297,-3
298,-3
299,1
300,-3
301,1
302,-3
303,-13
304,-17
305,-15
306,-19
307,-13
308,-15
309,-15
310,-13
311,-7
312,-9
313,-15
314,-5
315,-7
316,-13
317,-13
318,-7
319,-9
320,-9
321,-7
322,-9
323,-9
324,-5
325,-7
326,-3
327,-1
328,-3
329,1
330,-1
331,1
332,1
333,1
334,5
335,5
336,1
337,-13
338,1
339,-3
340,-1
341,7
342,5
343,-3
344,-3
345,-1
346,1
347,1
348,-1
349,-3
350,1
351,1
352,5
353,17
354,17
355,13
356,15
357,15
358,15
359,15
360,11
361,7
362,5
363,15
364,9
365,9
366,15
367,29
368,9
369,11
370,11
371,1
372,7
373,5
374,9
375,7
376,7
377,1
378,-3
379,-3
380,-3
381,-3
382,-3
383,5
384,-3
385,-3
386,-3
387,-3
388,-3
389,-3
390,-3
391,1
392,5
393,5
394,1
395,1
396,1
397,1
398,-3
399,-3
400,1
401,1
402,5
403,-15
404,-19
405,-17
406,-15
407,-21
408,-15
409,-15
410,-21
411,-9
412,-9
413,-19
414,-9
415,-17
416,-13
417,-7
418,-9
419,-13
420,-13
421,-13
422,-9
423,-7
424,-13
425,-5
426,13
427,-7
428,1
429,1
430,-3
431,-3
432,-3
433,1
434,1
435,-3
436,-41
437,-3
438,-3
439,-3
440,-3
441,-3
442,1
443,1
444,5
445,1
446,-5
447,-3
448,-1
449,1
450,1
451,1
452,5
453,19
454,13
455,13
456,21
457,15
458,15
459,15
460,13
461,15
462,5
463,21
464,11
465,13
466,39
467,11
468,9
469,15
470,13
471,17
472,9
473,15
474,5
475,7
476,5
477,9
478,1
479,-3
480,-3
481,-3
482,-3
483,-3
484,1
485,-3
486,-3
487,1
488,-1
489,1
490,1
491,1
492,1
493,5
494,1
495,-5
496,5
497,1
498,-3
499,1
500,-1
501,1
502,-3
503,-21
504,-21
505,-17
506,-31
507,-21
508,-23
509,-21
510,-23
511,-15
512,-13
513,-21
514,-17
515,-21
516,-27
517,-25
518,-21
519,-13
520,-15
521,-17
522,-13
523,-13
524,-9
525,-7
526,-27
527,-5
528,-3
529,1
530,1
531,1
532,-3
533,1
534,-3
535,-7
536,-19
537,-3
538,-3
539,-3
540,-3
541,-5
542,-7
543,-3
544,-1
545,53
546,-5
547,-3
548,1
549,1
550,1
551,5
552,9
553,31
554,41
555,39
556,35
557,41
558,35
559,31
560,39
561,1
562,-53
563,-57
564,-93
565,-117
566,-113
567,-131
568,-147
569,-141
570,-155
571,-171
572,-169
573,-107
574,-81
575,-37
576,-17
577,11
578,21
579,13
580,19
581,11
582,1
583,-13
584,-27
585,-31
586,-13
587,1
588,1
589,-5
590,-3
591,-3
592,9
593,1
594,-3
595,-49
596,5
597,9
598,25
599,19
600,13
601,11
602,11
603,-21
604,-11
605,43
606,-7
607,-9
608,-9
609,-9
610,-15
611,-7
612,5
613,-23
614,-3
615,-3
616,-37
617,61
618,65
619,57
620,47
621,35
622,39
623,57
624,63
625,63
626,77
627,67
628,53
629,83
630,43
631,53
632,41
633,35
634,31
635,11
636,29
637,31
638,43
639,35
640,27
641,9
642,-9
643,-15
644,5
645,13
646,7
647,-3
648,19
649,-9
650,-7
651,5
652,19
653,39
654,39
655,41
656,47
657,55
658,35
659,35
660,27
661,25
662,11
663,25
664,17
665,17
666,21
667,29
668,19
669,21
670,15
671,19
672,11
673,15
674,11
675,5
676,1
677,19
678,1
679,-5
680,7
681,-7
682,-3
683,-3
684,1
685,5
686,5
687,7
688,9
689,7
690,5
691,21
692,5
693,-1
694,5
695,13
696,9
697,15
698,9
699,5
700,1
701,7
702,1
703,-15
704,-25
705,-13
706,-31
707,-17
708,-29
709,-17
710,-29
711,-13
712,-17
713,-17
714,-9
715,-9
716,-17
717,-13
718,-7
719,-13
720,-13
721,-13
722,-13
723,-3
724,-5
725,-3
726,5
727,-3
728,-5
729,-5
730,1
731,5
732,21
733,-3
734,-3
735,1
736,1
737,1
738,1
739,1
740,-3
741,-3
742,-3
743,5
744,-3
745,-3
746,-3
747,-3
748,-3
749,1
750,-3
751,-3
752,5
753,17
754,39
755,15
756,19
757,17
758,19
759,17
760,19
761,11
762,7
763,-13
764,13
765,11
766,13
767,25
768,5
769,7
770,5
771,5
772,7
773,9
774,-3
775,-3
776,-3
777,5
778,-3
779,-1
780,-7
781,5
782,-3
783,-3
784,-3
785,5
786,-3
787,-3
788,-3
789,1
790,1
791,-3
792,1
793,-3
794,21
795,-3
796,1
797,1
798,1
799,-1
800,5
801,1
802,1
803,-17
804,-15
805,-15
806,-17
807,-15
808,-27
809,-19
810,-15
811,-13
812,-13
813,7
814,-13
815,-9
816,-19
817,-15
818,-9
819,-7
820,-9
821,-9
822,-9
823,-33
824,-3
825,-9
826,-3
827,-3
828,-3
829,-7
830,-1
831,1
832,-3
833,-3
834,-5
835,-3
836,1
837,1
838,1
839,-3
840,5
841,-3
842,-3
843,-3
844,1
845,-3
846,-1
847,-3
848,-1
849,1
850,-3
851,1
852,5
853,11
854,15
855,15
856,17
857,15
858,13
859,13
860,15
861,13
862,9
863,17
864,11
865,13
866,15
867,11
868,9
869,11
870,11
871,11
872,25
873,5
874,1
875,7
876,7
877,7
878,5
879,1
880,5
881,-3
882,1
883,-5
884,1
885,-1
886,-3
887,1
888,-3
889,-3
890,1
891,-3
892,17
893,-3
894,5
895,1
896,1
897,1
898,-3
899,1
900,-3
901,1
902,-15
903,-13
904,-17
905,-15
906,-15
907,-13
908,-25
909,-15
910,-13
911,-17
912,-13
913,-13
914,-9
915,-13
916,-17
917,-13
918,-9
919,-7
920,-9
921,-25
922,-9
923,-5
924,-7
925,-7
926,-3
927,-9
928,-3
929,-7
930,-3
931,-3
932,-3
933,1
934,1
935,1
936,5
937,5
938,1
939,-5
940,-17
941,1
942,1
943,-3
944,1
945,-3
946,-3
947,-3
948,-3
949,1
950,1
951,-3
952,7
953,17
954,19
955,19
956,21
957,19
958,19
959,13
960,9
961,19
962,13
963,21
964,7
965,7
966,15
967,11
968,7
969,11
970,25
971,7
972,9
973,9
974,1
975,1
976,1
977,7
978,5
979,1
980,1
981,-3
982,-3
983,-3
984,1
985,-3
986,-3
987,1
988,-3
989,-1
990,-9
991,-3
992,1
993,7
994,1
995,1
996,-5
997,1
998,1
999,-3
1000,5
1001,-3
1002,-3
1003,-21
1004,-21
1005,-21
1006,-21
1007,-21
1008,-19
1009,-19
1010,-33
1011,-13
1012,-13
