Channel              :,CH1
Frequency            :,"	?"
Period               :,  ?
PK-PK                :,234.0mV
Average              :,-3.545mV
Vertical pos         :,-1.000000mV
Probe attenuation    :,1X
Voltage per ADC value:,0.125000mV
Time interval        :,1000.00000uS
,
index,CH1_Voltage(mV)
1,25
2,25
3,25
4,-57
5,-49
6,-9
7,-7
8,-7
9,-1
10,7
11,21
12,21
13,-29
14,-29
15,1
16,43
17,37
18,31
19,27
20,31
21,15
22,17
23,27
24,-47
25,-49
26,-11
27,-13
28,-7
29,-1
30,5
31,15
32,13
33,17
34,-23
35,-39
36,-9
37,29
38,25
39,21
40,19
41,11
42,15
43,15
44,17
45,17
46,-9
47,-51
48,-47
49,-47
50,7
51,11
52,9
53,5
54,7
55,9
56,35
57,27
58,31
59,-21
60,-25
61,-39
62,-33
63,15
64,15
65,13
66,-9
67,-9
68,-3
69,3
70,5
71,-21
72,-25
73,-23
74,-21
75,9
76,29
77,29
78,19
79,21
80,17
81,9
82,15
83,15
84,13
85,-29
86,-43
87,-43
88,-41
89,-3
90,7
91,13
92,7
93,5
94,13
95,11
96,29
97,-7
98,-13
99,-21
100,-21
101,7
102,9
103,7
104,11
105,9
106,-7
107,-7
108,-33
109,-29
110,3
111,1
112,11
113,9
114,9
115,11
116,-9
117,-15
118,-11
119,17
120,11
121,9
122,11
123,9
124,11
125,-15
126,-37
127,-41
128,-7
129,-3
130,1
131,5
132,9
133,11
134,-25
135,-25
136,-13
137,-15
138,19
139,15
140,13
141,9
142,7
143,7
144,9
145,9
146,-25
147,-29
148,-35
149,-3
150,-1
151,7
152,7
153,9
154,11
155,13
156,27
157,25
158,19
159,19
160,15
161,-21
162,-21
163,-15
164,-15
165,-23
166,-9
167,-9
168,-3
169,-1
170,7
171,7
172,13
173,19
174,5
175,13
176,21
177,21
178,-5
179,-13
180,-11
181,-15
182,-15
183,-25
184,-25
185,5
186,15
187,-9
188,-3
189,3
190,5
191,11
192,7
193,7
194,9
195,13
196,25
197,21
198,15
199,5
200,-19
201,-21
202,-25
203,-23
204,-25
205,-25
206,-5
207,-3
208,-1
209,-1
210,1
211,9
212,11
213,5
214,7
215,7
216,25
217,25
218,19
219,19
220,19
221,9
222,1
223,-29
224,-29
225,-29
226,-39
227,-37
228,-37
229,-5
230,-1
231,5
232,5
233,7
234,7
235,9
236,27
237,25
238,21
239,21
240,19
241,13
242,11
243,11
244,9
245,7
246,-5
247,-5
248,-25
249,-39
250,-31
251,-25
252,-29
253,-29
254,13
255,9
256,31
257,29
258,21
259,27
260,19
261,3
262,9
263,9
264,5
265,5
266,-7
267,-7
268,-5
269,1
270,5
271,11
272,9
273,5
274,-35
275,-29
276,-9
277,-13
278,-15
279,-19
280,-25
281,-35
282,-23
283,7
284,11
285,9
286,-7
287,-5
288,-1
289,1
290,7
291,17
292,13
293,13
294,13
295,15
296,33
297,35
298,17
299,19
300,15
301,11
302,15
303,-25
304,-35
305,-37
306,-61
307,-61
308,-61
309,-61
310,3
311,11
312,11
313,9
314,11
315,15
316,31
317,31
318,29
319,27
320,21
321,13
322,15
323,15
324,15
325,21
326,-1
327,-9
328,3
329,3
330,-11
331,-41
332,-41
333,-41
334,-31
335,-33
336,-21
337,-21
338,-25
339,-29
340,25
341,25
342,21
343,27
344,17
345,17
346,-9
347,-13
348,-5
349,-9
350,7
351,7
352,11
353,19
354,19
355,25
356,59
357,61
358,49
359,53
360,43
361,27
362,25
363,-67
364,-75
365,-81
366,-111
367,-85
368,-89
369,-73
370,1
371,15
372,5
373,-3
374,3
375,5
376,43
377,43
378,43
379,33
380,25
381,33
382,27
383,25
384,27
385,27
386,-15
387,-15
388,-9
389,5
390,15
391,-61
392,-57
393,-61
394,-61
395,-65
396,-23
397,-23
398,-29
399,-33
400,37
401,35
402,25
403,21
404,29
405,25
406,-7
407,-15
408,-7
409,-3
410,17
411,-63
412,-57
413,-57
414,-57
415,19
416,59
417,61
418,61
419,39
420,43
421,19
422,15
423,21
424,13
425,21
426,-9
427,-15
428,-9
429,-85
430,-73
431,-61
432,-67
433,-53
434,25
435,29
436,73
437,75
438,63
439,53
440,43
441,43
442,37
443,31
444,25
445,25
446,-19
447,-95
448,-95
449,-81
450,9
451,17
452,27
453,31
454,33
455,39
456,-31
457,-15
458,-23
459,43
460,27
461,19
462,19
463,17
464,25
465,15
466,-73
467,-85
468,-25
469,1
470,7
471,21
472,19
473,25
474,25
475,-57
476,-39
477,-39
478,-23
479,33
480,27
481,11
482,11
483,19
484,17
485,19
486,-15
487,-13
488,-57
489,-65
490,3
491,13
492,17
493,17
494,19
495,17
496,43
497,47
498,47
499,39
500,-33
501,-41
502,-39
503,13
504,13
505,11
506,-9
507,-9
508,-13
509,-1
510,-3
511,15
512,-41
513,-43
514,-43
515,17
516,43
517,35
518,39
519,33
520,31
521,17
522,15
523,11
524,13
525,15
526,-53
527,-53
528,-61
529,-7
530,-1
531,5
532,15
533,15
534,15
535,15
536,37
537,43
538,-13
539,-29
540,-39
541,-25
542,-35
543,11
544,13
545,9
546,-7
547,5
548,-11
549,3
550,1
551,11
552,-29
553,-37
554,-31
555,13
556,27
557,29
558,31
559,39
560,29
561,15
562,17
563,13
564,13
565,15
566,-43
567,-43
568,-41
569,-31
570,5
571,9
572,9
573,11
574,15
575,13
576,27
577,33
578,35
579,25
580,-23
581,-29
582,-25
583,-37
584,9
585,7
586,-5
587,-9
588,-9
589,3
590,5
591,11
592,7
593,13
594,-29
595,-25
596,-21
597,-23
598,25
599,21
600,15
601,11
602,11
603,9
604,9
605,7
606,-3
607,-7
608,-37
609,-37
610,-35
611,-25
612,7
613,7
614,13
615,13
616,21
617,29
618,25
619,19
620,15
621,7
622,7
623,-15
624,-25
625,-25
626,-39
627,-9
628,-5
629,-9
630,5
631,7
632,11
633,11
634,9
635,13
636,-9
637,-7
638,-13
639,-11
640,-15
641,5
642,7
643,-3
644,9
645,9
646,-1
647,-23
648,-11
649,1
650,5
651,-29
652,-23
653,-25
654,-23
655,7
656,17
657,25
658,19
659,11
660,5
661,13
662,5
663,9
664,11
665,7
666,1
667,-43
668,-43
669,-33
670,3
671,5
672,5
673,5
674,7
675,5
676,25
677,25
678,25
679,21
680,17
681,-25
682,-25
683,-25
684,-31
685,13
686,-3
687,-5
688,-3
689,-5
690,3
691,7
692,7
693,7
694,7
695,-21
696,-13
697,-11
698,-13
699,21
700,15
701,13
702,11
703,7
704,7
705,5
706,1
707,-5
708,-3
709,-5
710,-25
711,-19
712,-25
713,-23
714,7
715,15
716,19
717,25
718,21
719,25
720,17
721,15
722,11
723,9
724,7
725,5
726,-25
727,-29
728,-33
729,-41
730,-1
731,7
732,7
733,9
734,13
735,13
736,25
737,29
738,19
739,21
740,21
741,-21
742,-21
743,-19
744,-19
745,-29
746,1
747,-9
748,-5
749,-1
750,3
751,11
752,15
753,13
754,11
755,-25
756,-19
757,-9
758,-15
759,-9
760,15
761,13
762,15
763,9
764,11
765,11
766,7
767,-3
768,5
769,-9
770,3
771,-35
772,-29
773,-29
774,-29
775,9
776,15
777,25
778,31
779,27
780,21
781,15
782,13
783,11
784,15
785,17
786,17
787,-49
788,-51
789,-49
790,-43
791,5
792,9
793,7
794,5
795,7
796,15
797,37
798,25
799,35
800,25
801,27
802,-47
803,-43
804,-39
805,-39
806,-25
807,-11
808,1
809,-5
810,-3
811,7
812,7
813,15
814,15
815,3
816,-33
817,-15
818,-29
819,-29
820,-49
821,19
822,11
823,13
824,15
825,15
826,13
827,-15
828,1
829,-3
830,5
831,13
832,-37
833,-51
834,-49
835,-43
836,19
837,47
838,31
839,39
840,31
841,21
842,17
843,19
844,19
845,15
846,15
847,-7
848,-67
849,-85
850,-79
851,15
852,25
853,25
854,25
855,21
856,21
857,57
858,39
859,55
860,33
861,5
862,7
863,-71
864,-75
865,-75
866,-61
867,-101
868,1
869,-29
870,-9
871,1
872,-15
873,3
874,15
875,9
876,11
877,49
878,13
879,7
880,-19
881,-47
882,-39
883,25
884,29
885,27
886,27
887,-13
888,9
889,-5
890,11
891,15
892,-79
893,-77
894,-75
895,-81
896,25
897,69
898,43
899,59
900,47
901,33
902,19
903,21
904,15
905,27
906,-53
907,-95
908,-77
909,-23
910,-11
911,19
912,25
913,35
914,25
915,25
916,25
917,69
918,45
919,-21
920,-43
921,-57
922,-71
923,-79
924,25
925,39
926,25
927,-19
928,3
929,-9
930,7
931,25
932,35
933,31
934,-33
935,-33
936,-33
937,-7
938,47
939,61
940,43
941,33
942,21
943,25
944,35
945,35
946,35
947,-97
948,-73
949,-91
950,1
951,15
952,21
953,15
954,15
955,15
956,31
957,65
958,-29
959,-25
960,-43
961,-53
962,-67
963,-57
964,25
965,25
966,25
967,-15
968,3
969,-13
970,3
971,13
972,19
973,17
974,15
975,-33
976,-33
977,-9
978,-29
979,-15
980,-37
981,-49
982,13
983,15
984,15
985,19
986,19
987,-7
988,-3
989,-9
990,5
991,13
992,19
993,17
994,19
995,-37
996,-29
997,3
998,-21
999,-13
1000,-25
1001,-31
1002,9
1003,13
1004,11
1005,15
1006,13
1007,-9
1008,3
1009,-5
1010,-1
1011,9
1012,17
1013,13
1014,15
1015,17
1016,-29
1017,1
1018,-9
1019,-5
1020,-23
1021,-29
1022,-37
1023,-39
1024,13
1025,17
1026,13
1027,-9
