index,CH1
3855,-4.5
3856,-0.5
3857,-0.5
3858,5.5
3859,7.5
3860,4.5
3861,4.5
3862,-1.5
3863,-7.5
3864,-7.5
3865,-3.5
3866,-4.5
3867,-0.5
3868,6.5
3869,17.5
3870,-1.5
3871,0.5
3872,4.5
3873,-5.5
3874,-8.5
3875,-5.5
3876,1.5
3877,-3.5
3878,8.5
3879,15.5
3880,8.5
3881,2.5
3882,4.5
3883,-5.5
3884,-1.5
3885,-4.5
3886,-1.5
3887,3.5
3888,6.5
3889,12.5
3890,4.5
3891,4.5
3892,1.5
3893,-3.5
3894,-6.5
3895,-8.5
3896,-1.5
3897,0.5
3898,3.5
3899,8.5
3900,15.5
3901,2.5
3902,3.5
3903,-7.5
3904,-5.5
3905,-0.5
3906,-3.5
3907,1.5
3908,5.5
3909,8.5
3910,5.5
3911,-1.5
3912,1.5
3913,-3.5
3914,-7.5
3915,-4.5
3916,-1.5
3917,-0.5
3918,9.5
3919,8.5
3920,8.5
3921,2.5
3922,-0.5
3923,-1.5
3924,-12.5
3925,-6.5
3926,0.5
3927,-3.5
3928,15.5
3929,6.5
3930,14.5
3931,-3.5
3932,-0.5
3933,-5.5
3934,-8.5
3935,-8.5
3936,1.5
3937,-1.5
3938,7.5
3939,2.5
3940,1.5
3941,0.5
3942,-3.5
3943,-9.5
3944,-9.5
3945,-15.5
3946,2.5
3947,-26.5
3948,2.5
3949,13.5
3950,4.5
3951,20.5
3952,4.5
3953,-5.5
3954,-4.5
3955,-1.5
3956,-3.5
3957,-1.5
3958,1.5
3959,6.5
3960,10.5
3961,-16.5
3962,-1.5
3963,-6.5
3964,-10.5
3965,-9.5
3966,4.5
3967,-9.5
3968,2.5
3969,5.5
3970,2.5
3971,-1.5
3972,-0.5
3973,-7.5
3974,-7.5
3975,-5.5
3976,-3.5
3977,6.5
3978,6.5
3979,6.5
3980,4.5
3981,2.5
3982,5.5
3983,-12.5
3984,-6.5
3985,-7.5
3986,4.5
3987,-0.5
3988,6.5
3989,8.5
3990,9.5
3991,1.5
3992,6.5
3993,-5.5
3994,-6.5
3995,-4.5
3996,-3.5
3997,-0.5
3998,5.5
3999,6.5
4000,8.5
4001,3.5
4002,1.5
4003,-5.5
4004,-6.5
4005,-9.5
4006,-3.5
4007,-3.5
4008,5.5
4009,8.5
4010,9.5
4011,2.5
4012,2.5
4013,-6.5
4014,-7.5
4015,-7.5
4016,-3.5
4017,-1.5
4018,5.5
4019,6.5
4020,4.5
4021,3.5
4022,1.5
4023,-3.5
4024,-7.5
4025,-8.5
4026,-3.5
4027,-0.5
4028,7.5
4029,14.5
4030,13.5
4031,4.5
4032,4.5
4033,-3.5
4034,-0.5
4035,-1.5
4036,-0.5
4037,0.5
4038,7.5
4039,7.5
4040,4.5
4041,1.5
4042,-0.5
4043,-5.5
4044,-4.5
4045,4.5
4046,-1.5
4047,-0.5
4048,7.5
4049,6.5
4050,3.5
4051,1.5
4052,1.5
4053,-6.5
4054,-7.5
4055,-6.5
4056,-0.5
4057,-0.5
4058,7.5
4059,7.5
4060,3.5
4061,2.5
4062,2.5
4063,-5.5
4064,-6.5
4065,-3.5
4066,-1.5
4067,3.5
4068,6.5
4069,5.5
4070,4.5
4071,3.5
4072,-0.5
4073,-4.5
4074,-7.5
4075,-6.5
4076,-0.5
4077,-0.5
4078,6.5
4079,6.5
4080,6.5
4081,3.5
4082,-0.5
4083,-6.5
4084,-6.5
4085,-5.5
4086,-0.5
4087,-1.5
4088,6.5
4089,7.5
4090,10.5
4091,2.5
4092,2.5
4093,-4.5
4094,-6.5
4095,-0.5
4096,-1.5
4097,-1.5
4098,6.5
4099,7.5
4100,9.5
4101,-1.5
4102,1.5
4103,-4.5
4104,-6.5
4105,-6.5
4106,-3.5
4107,1.5
4108,6.5
4109,6.5
4110,5.5
4111,4.5
4112,2.5
4113,-7.5
4114,-7.5
4115,-4.5
4116,3.5
4117,-0.5
4118,4.5
4119,7.5
4120,6.5
4121,2.5
4122,4.5
4123,-5.5
4124,-6.5
4125,-5.5
4126,-3.5
4127,-0.5
4128,6.5
4129,6.5
4130,6.5
4131,2.5
4132,4.5
4133,-3.5
4134,-7.5
4135,-6.5
4136,-3.5
4137,3.5
4138,5.5
4139,7.5
4140,5.5
4141,0.5
4142,-0.5
4143,-11.5
4144,-3.5
4145,-7.5
4146,-13.5
4147,2.5
4148,1.5
4149,8.5
4150,-1.5
4151,0.5
4152,4.5
4153,-5.5
4154,-7.5
4155,-5.5
4156,-1.5
4157,6.5
4158,7.5
4159,9.5
4160,13.5
4161,2.5
4162,6.5
4163,-6.5
4164,-6.5
4165,-7.5
4166,1.5
4167,-1.5
4168,9.5
4169,7.5
4170,2.5
4171,2.5
4172,1.5
4173,-3.5
4174,-5.5
4175,-6.5
4176,-1.5
4177,-1.5
4178,6.5
4179,8.5
4180,8.5
4181,-0.5
4182,0.5
4183,-8.5
4184,-4.5
4185,-3.5
4186,0.5
4187,0.5
4188,7.5
4189,9.5
4190,10.5
4191,3.5
4192,-0.5
4193,-6.5
4194,-7.5
4195,-6.5
4196,-0.5
4197,-1.5
4198,10.5
4199,15.5
4200,13.5
4201,2.5
4202,1.5
4203,-3.5
4204,-6.5
4205,-10.5
4206,-1.5
4207,-1.5
4208,6.5
4209,6.5
4210,10.5
4211,6.5
4212,0.5
4213,-5.5
4214,-4.5
4215,-7.5
4216,1.5
4217,1.5
4218,2.5
4219,10.5
4220,10.5
4221,6.5
4222,-3.5
4223,-3.5
4224,-5.5
4225,-6.5
4226,2.5
4227,-1.5
4228,5.5
4229,7.5
4230,7.5
4231,7.5
4232,6.5
4233,-8.5
4234,-3.5
4235,-4.5
4236,2.5
4237,0.5
4238,6.5
4239,7.5
4240,23.5
4241,4.5
4242,2.5
4243,-3.5
4244,-4.5
4245,-8.5
4246,-1.5
4247,1.5
4248,5.5
4249,12.5
4250,5.5
4251,-4.5
4252,4.5
4253,-0.5
4254,-14.5
4255,-6.5
4256,2.5
4257,5.5
4258,-0.5
4259,5.5
4260,12.5
4261,3.5
4262,1.5
4263,-3.5
4264,-3.5
4265,-8.5
4266,-0.5
4267,-1.5
4268,1.5
4269,6.5
4270,8.5
4271,1.5
4272,2.5
4273,-6.5
4274,-9.5
4275,-11.5
4276,-1.5
4277,1.5
4278,4.5
4279,14.5
4280,3.5
4281,3.5
4282,-1.5
4283,-5.5
4284,-8.5
4285,-1.5
4286,-0.5
4287,-1.5
4288,7.5
4289,4.5
4290,9.5
4291,1.5
4292,2.5
4293,-4.5
4294,-5.5
4295,3.5
4296,-1.5
4297,2.5
4298,7.5
4299,6.5
4300,6.5
4301,0.5
4302,3.5
4303,-6.5
4304,-7.5
4305,-6.5
4306,-0.5
4307,3.5
4308,6.5
4309,5.5
4310,5.5
4311,3.5
4312,1.5
4313,-6.5
4314,-3.5
4315,-8.5
4316,-0.5
4317,2.5
4318,6.5
4319,7.5
4320,2.5
4321,4.5
4322,-3.5
4323,-3.5
4324,-17.5
4325,-0.5
4326,-0.5
4327,-0.5
4328,6.5
4329,3.5
4330,7.5
4331,-0.5
4332,-1.5
4333,-5.5
4334,-6.5
4335,-8.5
4336,-1.5
4337,0.5
4338,7.5
4339,5.5
4340,4.5
4341,-3.5
4342,0.5
4343,-5.5
4344,-6.5
4345,-5.5
4346,-5.5
4347,-0.5
4348,7.5
4349,1.5
4350,7.5
4351,2.5
4352,0.5
4353,-6.5
4354,-7.5
4355,-4.5
4356,-1.5
4357,0.5
4358,7.5
4359,5.5
4360,4.5
4361,1.5
4362,0.5
4363,-8.5
4364,-4.5
4365,-4.5
4366,-1.5
4367,1.5
4368,6.5
4369,6.5
4370,6.5
4371,4.5
4372,2.5
4373,-6.5
4374,-7.5
4375,-4.5
4376,0.5
4377,-0.5
4378,6.5
4379,6.5
4380,5.5
4381,4.5
4382,2.5
4383,-3.5
4384,-6.5
4385,-4.5
4386,-1.5
4387,0.5
4388,5.5
4389,6.5
4390,1.5
4391,8.5
4392,-1.5
4393,-6.5
4394,-7.5
4395,-5.5
4396,-3.5
4397,6.5
4398,10.5
4399,9.5
4400,5.5
4401,6.5
4402,5.5
4403,-5.5
4404,-7.5
4405,-8.5
4406,-0.5
4407,3.5
4408,5.5
4409,7.5
4410,6.5
4411,2.5
4412,4.5
4413,-5.5
4414,-7.5
4415,-5.5
4416,-0.5
4417,5.5
4418,9.5
4419,7.5
4420,11.5
4421,4.5
4422,-4.5
4423,-7.5
4424,-5.5
4425,-12.5
4426,-4.5
4427,-0.5
4428,6.5
4429,9.5
4430,4.5
4431,3.5
4432,5.5
4433,-9.5
4434,-6.5
4435,-7.5
4436,-3.5
4437,8.5
4438,3.5
4439,2.5
4440,-4.5
4441,0.5
4442,4.5
4443,-5.5
4444,-25.5
4445,-10.5
4446,0.5
4447,1.5
4448,5.5
4449,3.5
4450,10.5
4451,3.5
4452,-3.5
4453,-5.5
4454,-6.5
4455,-4.5
4456,-0.5
4457,-3.5
4458,6.5
4459,2.5
4460,-4.5
4461,4.5
4462,0.5
4463,-6.5
4464,-7.5
4465,-7.5
4466,-1.5
4467,-1.5
4468,7.5
4469,7.5
4470,7.5
4471,2.5
4472,2.5
4473,-3.5
4474,-5.5
4475,-6.5
4476,-0.5
4477,-1.5
4478,10.5
4479,2.5
4480,6.5
4481,3.5
4482,-7.5
4483,-3.5
4484,-8.5
4485,-6.5
4486,2.5
4487,-0.5
4488,6.5
4489,3.5
4490,-0.5
4491,2.5
4492,24.5
4493,-0.5
4494,-6.5
4495,-3.5
4496,-3.5
4497,-1.5
4498,6.5
4499,10.5
4500,2.5
4501,3.5
4502,2.5
4503,-7.5
4504,-6.5
4505,-3.5
4506,-3.5
4507,1.5
4508,7.5
4509,6.5
4510,0.5
4511,2.5
4512,-0.5
4513,-5.5
4514,-7.5
4515,-0.5
4516,-3.5
4517,-0.5
4518,8.5
4519,5.5
4520,6.5
4521,3.5
4522,2.5
4523,-7.5
4524,-7.5
4525,-7.5
4526,1.5
4527,-3.5
4528,10.5
4529,7.5
4530,6.5
4531,6.5
4532,3.5
4533,-5.5
4534,-6.5
4535,-8.5
4536,-4.5
4537,5.5
4538,-0.5
4539,-1.5
4540,6.5
4541,1.5
4542,1.5
4543,-5.5
4544,-8.5
4545,-7.5
4546,-3.5
4547,-0.5
4548,1.5
4549,5.5
4550,6.5
4551,4.5
4552,-0.5
4553,-5.5
4554,-7.5
4555,-5.5
4556,-1.5
4557,-0.5
4558,6.5
4559,6.5
4560,5.5
4561,6.5
4562,2.5
4563,-3.5
4564,-7.5
4565,-7.5
4566,-3.5
4567,-3.5
4568,6.5
4569,4.5
4570,7.5
4571,1.5
4572,2.5
4573,-4.5
4574,-4.5
4575,-3.5
4576,-13.5
4577,-0.5
4578,7.5
4579,7.5
4580,17.5
4581,5.5
4582,10.5
4583,-1.5
4584,-7.5
4585,-3.5
4586,-1.5
4587,-1.5
4588,6.5
4589,7.5
4590,6.5
4591,2.5
4592,-3.5
4593,-4.5
4594,-6.5
4595,-7.5
4596,-1.5
4597,-1.5
4598,5.5
4599,8.5
4600,9.5
4601,-0.5
4602,-0.5
4603,-3.5
4604,-6.5
4605,-5.5
4606,-0.5
4607,2.5
4608,5.5
4609,8.5
4610,6.5
4611,3.5
4612,1.5
4613,-5.5
4614,-5.5
4615,-5.5
4616,-3.5
4617,-0.5
4618,4.5
4619,10.5
4620,129
4621,17.5
4622,14.5
4623,2.5
4624,-6.5
4625,-6.5
4626,-0.5
4627,-1.5
4628,6.5
4629,4.5
4630,4.5
4631,0.5
4632,-3.5
4633,-3.5
4634,5.5
4635,-3.5
4636,-1.5
4637,-0.5
4638,6.5
4639,3.5
4640,4.5
4641,2.5
4642,6.5
4643,-9.5
4644,-0.5
4645,-8.5
4646,0.5
4647,-5.5
4648,1.5
4649,12.5
4650,3.5
4651,2.5
4652,-1.5
4653,-8.5
4654,-6.5
4655,-6.5
4656,-3.5
4657,0.5
4658,3.5
4659,6.5
4660,-0.5
4661,1.5
4662,2.5
4663,-8.5
4664,-7.5
4665,-3.5
4666,-3.5
4667,1.5
4668,12.5
4669,8.5
4670,8.5
4671,2.5
4672,1.5
4673,-4.5
4674,-9.5
4675,-4.5
4676,-6.5
4677,-0.5
4678,8.5
4679,7.5
4680,7.5
4681,4.5
4682,-1.5
4683,-7.5
4684,-5.5
4685,-3.5
4686,-1.5
4687,-3.5
4688,10.5
4689,10.5
4690,6.5
4691,1.5
4692,-0.5
4693,-4.5
4694,-8.5
4695,-6.5
4696,-22.5
4697,-13.5
4698,0.5
4699,9.5
4700,12.5
4701,7.5
4702,-4.5
4703,-5.5
4704,-7.5
4705,-4.5
4706,3.5
4707,-5.5
4708,4.5
4709,20.5
4710,6.5
4711,4.5
4712,-0.5
4713,-1.5
4714,-7.5
4715,-9.5
4716,-1.5
4717,1.5
4718,7.5
4719,6.5
4720,3.5
4721,6.5
4722,0.5
4723,-1.5
4724,-5.5
4725,-4.5
4726,-3.5
4727,1.5
4728,8.5
4729,10.5
4730,10.5
4731,3.5
4732,-7.5
4733,-20.5
4734,-8.5
4735,4.5
4736,7.5
4737,17.5
4738,8.5
4739,8.5
4740,6.5
4741,1.5
4742,-6.5
4743,-5.5
4744,-3.5
4745,-9.5
4746,-1.5
4747,0.5
4748,1.5
4749,9.5
4750,6.5
4751,4.5
4752,-3.5
4753,-5.5
4754,-3.5
4755,-12.5
4756,13.5
4757,4.5
4758,6.5
4759,8.5
4760,5.5
4761,4.5
4762,0.5
4763,-7.5
4764,-8.5
4765,-6.5
4766,-1.5
4767,-3.5
4768,19.5
4769,3.5
4770,6.5
4771,8.5
4772,1.5
4773,-4.5
4774,-4.5
4775,-3.5
4776,-3.5
4777,0.5
4778,10.5
4779,8.5
4780,2.5
4781,19.5
4782,0.5
4783,-5.5
4784,-3.5
4785,-14.5
4786,2.5
4787,2.5
4788,5.5
4789,7.5
4790,40.5
4791,6.5
4792,2.5
4793,-5.5
4794,-4.5
4795,-15.5
4796,-4.5
4797,1.5
4798,7.5
4799,22.5
4800,13.5
4801,6.5
4802,-1.5
4803,-6.5
4804,-8.5
4805,-7.5
4806,-12.5
4807,0.5
4808,17.5
4809,13.5
4810,4.5
4811,6.5
4812,2.5
4813,-6.5
4814,-7.5
4815,-8.5
4816,-8.5
4817,0.5
4818,7.5
4819,10.5
4820,6.5
4821,2.5
4822,-5.5
4823,-4.5
4824,-9.5
4825,-3.5
4826,-1.5
4827,2.5
4828,10.5
4829,12.5
4830,2.5
4831,2.5
4832,12.5
4833,-1.5
4834,-13.5
4835,-4.5
4836,-5.5
4837,0.5
4838,6.5
4839,10.5
4840,6.5
4841,-9.5
4842,1.5
4843,-7.5
4844,-6.5
4845,-13.5
4846,-1.5
4847,-1.5
4848,10.5
4849,10.5
4850,-15.5
4851,6.5
4852,0.5
4853,-4.5
4854,-7.5
4855,-13.5
4856,-3.5
4857,19.5
4858,6.5
4859,6.5
4860,-24.5
4861,6.5
4862,6.5
4863,-4.5
4864,-8.5
4865,-4.5
4866,-1.5
4867,4.5
4868,8.5
4869,7.5
4870,6.5
4871,-0.5
4872,-1.5
4873,-11.5
4874,-10.5
4875,-7.5
4876,-6.5
4877,-3.5
4878,0.5
4879,20.5
4880,8.5
4881,4.5
4882,-0.5
4883,-5.5
4884,-13.5
4885,-8.5
4886,7.5
4887,0.5
4888,6.5
4889,6.5
4890,6.5
4891,2.5
4892,1.5
4893,-4.5
4894,-8.5
4895,-11.5
4896,-0.5
4897,-0.5
4898,9.5
4899,8.5
4900,8.5
4901,12.5
4902,-0.5
4903,-1.5
4904,-8.5
4905,-14.5
4906,-3.5
4907,-1.5
4908,6.5
4909,7.5
4910,15.5
4911,8.5
4912,-4.5
4913,-1.5
4914,-10.5
4915,15.5
4916,-3.5
4917,-0.5
4918,4.5
4919,6.5
4920,19.5
4921,1.5
4922,-14.5
4923,-0.5
4924,-9.5
4925,-10.5
4926,-3.5
4927,3.5
4928,4.5
4929,7.5
4930,7.5
4931,-3.5
4932,-24.5
4933,-4.5
4934,-11.5
4935,-7.5
4936,-6.5
4937,-3.5
4938,2.5
4939,6.5
4940,5.5
4941,1.5
4942,-0.5
4943,-3.5
4944,-8.5
4945,-4.5
4946,-3.5
4947,1.5
4948,5.5
4949,12.5
4950,6.5
4951,4.5
4952,0.5
4953,-3.5
4954,-10.5
4955,-8.5
4956,-3.5
4957,-1.5
4958,4.5
4959,10.5
4960,6.5
4961,5.5
4962,1.5
4963,-5.5
4964,-14.5
4965,-12.5
4966,-3.5
4967,-0.5
4968,6.5
4969,9.5
4970,7.5
4971,1.5
4972,0.5
4973,-7.5
4974,-13.5
4975,-8.5
4976,-5.5
4977,0.5
4978,4.5
4979,12.5
4980,5.5
4981,3.5
4982,2.5
4983,-1.5
4984,-7.5
4985,15.5
4986,-5.5
4987,-1.5
4988,4.5
4989,2.5
4990,15.5
4991,5.5
4992,4.5
4993,-1.5
4994,-7.5
4995,-5.5
4996,-3.5
4997,-1.5
4998,4.5
4999,10.5
5000,9.5
5001,4.5
5002,2.5
5003,-5.5
5004,-12.5
5005,-3.5
5006,-4.5
5007,0.5
5008,1.5
5009,12.5
5010,8.5
5011,5.5
5012,3.5
5013,-1.5
5014,-6.5
5015,-3.5
5016,-1.5
5017,1.5
5018,2.5
5019,3.5
5020,3.5
5021,4.5
5022,1.5
5023,-8.5
5024,-7.5
5025,-6.5
5026,-11.5
5027,0.5
5028,5.5
5029,9.5
5030,5.5
5031,4.5
5032,-0.5
5033,-3.5
5034,-8.5
5035,-6.5
5036,-4.5
5037,-0.5
5038,4.5
5039,10.5
5040,6.5
5041,10.5
5042,1.5
5043,-3.5
5044,-10.5
5045,-6.5
5046,-3.5
5047,0.5
5048,4.5
5049,7.5
5050,2.5
5051,2.5
5052,1.5
5053,-3.5
5054,-9.5
5055,-5.5
5056,-3.5
5057,0.5
5058,6.5
5059,8.5
5060,6.5
5061,4.5
5062,0.5
5063,-3.5
5064,-6.5
5065,-6.5
5066,-3.5
5067,0.5
5068,4.5
5069,9.5
5070,6.5
5071,5.5
5072,1.5
5073,-3.5
5074,-7.5
5075,-4.5
5076,-4.5
5077,-0.5
5078,6.5
5079,10.5
5080,6.5
5081,2.5
5082,1.5
5083,-4.5
5084,-8.5
5085,-5.5
5086,-3.5
5087,-0.5
5088,3.5
5089,9.5
5090,6.5
5091,3.5
5092,-0.5
5093,-6.5
5094,-8.5
5095,-4.5
5096,-3.5
5097,-0.5
5098,4.5
5099,8.5
5100,7.5
5101,1.5
5102,1.5
5103,-3.5
5104,-6.5
5105,-3.5
5106,-3.5
5107,-0.5
5108,6.5
5109,9.5
5110,-0.5
5111,4.5
5112,-6.5
5113,-7.5
5114,-6.5
5115,-7.5
5116,-1.5
5117,-0.5
5118,1.5
5119,8.5
5120,5.5
5121,4.5
5122,2.5
5123,-4.5
5124,-8.5
5125,-6.5
5126,-4.5
5127,-0.5
5128,5.5
5129,13.5
5130,5.5
5131,2.5
5132,1.5
5133,-5.5
5134,-8.5
5135,-5.5
5136,-3.5
5137,-0.5
5138,4.5
5139,12.5
5140,6.5
5141,3.5
5142,2.5
5143,-4.5
5144,-5.5
5145,-8.5
5146,-1.5
5147,0.5
5148,3.5
5149,6.5
5150,6.5
5151,1.5
5152,0.5
5153,-4.5
5154,-7.5
5155,-8.5
5156,-3.5
5157,0.5
5158,4.5
5159,9.5
5160,5.5
5161,4.5
5162,-0.5
5163,21.5
5164,-7.5
5165,-15.5
5166,-1.5
5167,-1.5
5168,4.5
5169,7.5
5170,1.5
5171,-0.5
5172,0.5
5173,-3.5
5174,-5.5
5175,-7.5
5176,-1.5
5177,-0.5
5178,3.5
5179,9.5
5180,6.5
5181,3.5
5182,1.5
5183,-3.5
5184,-8.5
5185,-6.5
5186,-4.5
5187,-0.5
5188,5.5
5189,6.5
5190,6.5
5191,1.5
5192,-1.5
5193,-3.5
5194,-8.5
5195,-6.5
5196,-3.5
5197,-0.5
5198,5.5
5199,5.5
5200,5.5
5201,2.5
5202,2.5
5203,-3.5
5204,-8.5
5205,-7.5
5206,6.5
5207,-0.5
5208,4.5
5209,6.5
5210,7.5
5211,4.5
5212,5.5
5213,-4.5
5214,-7.5
5215,-6.5
5216,-10.5
5217,-0.5
5218,5.5
5219,13.5
5220,5.5
5221,2.5
5222,-0.5
5223,-4.5
5224,-8.5
5225,-13.5
5226,-3.5
5227,-1.5
5228,2.5
5229,10.5
5230,4.5
5231,2.5
5232,1.5
5233,-1.5
5234,-4.5
5235,-7.5
5236,-3.5
5237,0.5
5238,3.5
5239,6.5
5240,12.5
5241,8.5
5242,1.5
5243,-3.5
5244,-3.5
5245,-5.5
5246,-3.5
5247,0.5
5248,-0.5
5249,9.5
5250,10.5
5251,6.5
5252,-0.5
5253,-3.5
5254,-5.5
5255,-8.5
5256,-5.5
5257,-0.5
5258,3.5
5259,6.5
5260,6.5
5261,4.5
5262,0.5
5263,0.5
5264,-7.5
5265,-1.5
5266,-3.5
5267,1.5
5268,3.5
5269,8.5
5270,6.5
5271,2.5
5272,0.5
5273,-0.5
5274,-7.5
5275,-7.5
5276,-3.5
5277,0.5
5278,4.5
5279,6.5
5280,8.5
5281,1.5
5282,-0.5
5283,-3.5
5284,-6.5
5285,-5.5
5286,-3.5
5287,-0.5
5288,2.5
5289,6.5
5290,9.5
5291,4.5
5292,-0.5
5293,-1.5
5294,-8.5
5295,-7.5
5296,-3.5
5297,-1.5
5298,4.5
5299,9.5
5300,6.5
5301,1.5
5302,-0.5
5303,-1.5
5304,-8.5
5305,-7.5
5306,-3.5
5307,-0.5
5308,4.5
5309,7.5
5310,5.5
5311,0.5
5312,2.5
5313,-3.5
5314,-8.5
5315,-6.5
5316,-3.5
5317,-0.5
5318,2.5
5319,7.5
5320,7.5
5321,3.5
5322,0.5
5323,-1.5
5324,-8.5
5325,-8.5
5326,-4.5
5327,2.5
5328,2.5
5329,6.5
5330,6.5
5331,1.5
5332,1.5
5333,-1.5
5334,-1.5
5335,-5.5
5336,-12.5
5337,6.5
5338,2.5
5339,6.5
5340,8.5
5341,3.5
5342,-0.5
5343,-0.5
5344,-7.5
5345,-5.5
5346,-6.5
5347,-1.5
5348,4.5
5349,6.5
5350,6.5
5351,2.5
5352,0.5
5353,-1.5
5354,-7.5
5355,-4.5
5356,-3.5
5357,-0.5
5358,0.5
5359,6.5
5360,11.5
5361,7.5
5362,-1.5
5363,-1.5
5364,-8.5
5365,-7.5
5366,-3.5
5367,1.5
5368,3.5
5369,10.5
5370,6.5
5371,1.5
5372,-0.5
5373,0.5
5374,-5.5
5375,-5.5
5376,-3.5
5377,0.5
5378,3.5
5379,6.5
5380,6.5
5381,3.5
5382,1.5
5383,0.5
5384,-6.5
5385,-7.5
5386,-3.5
5387,-1.5
5388,4.5
5389,7.5
5390,5.5
5391,1.5
5392,-3.5
5393,-1.5
5394,-5.5
5395,-7.5
5396,-5.5
5397,-1.5
5398,1.5
5399,4.5
5400,7.5
5401,2.5
5402,-0.5
5403,0.5
5404,-3.5
5405,-7.5
5406,-8.5
5407,-1.5
5408,4.5
5409,14.5
5410,2.5
5411,0.5
5412,-3.5
5413,-1.5
5414,-6.5
5415,-7.5
5416,-1.5
5417,2.5
5418,1.5
5419,8.5
5420,-12.5
5421,8.5
5422,-1.5
5423,2.5
5424,-6.5
5425,-5.5
5426,-4.5
5427,-7.5
5428,1.5
5429,1.5
5430,6.5
5431,3.5
5432,-1.5
5433,1.5
5434,-6.5
5435,-6.5
5436,-1.5
5437,1.5
5438,-0.5
5439,6.5
5440,4.5
5441,4.5
5442,0.5
5443,-1.5
5444,-3.5
5445,-6.5
5446,-3.5
5447,4.5
5448,-0.5
5449,1.5
5450,4.5
5451,2.5
5452,-1.5
5453,0.5
5454,-7.5
5455,-7.5
5456,-0.5
5457,-0.5
5458,3.5
5459,3.5
5460,4.5
5461,3.5
5462,-3.5
5463,-1.5
5464,-5.5
5465,-8.5
5466,-4.5
5467,-3.5
5468,-0.5
5469,2.5
5470,7.5
5471,7.5
5472,2.5
5473,-5.5
5474,-7.5
5475,-18.5
5476,-3.5
5477,-3.5
5478,2.5
5479,6.5
5480,3.5
5481,-0.5
5482,-8.5
5483,-3.5
5484,-6.5
5485,1.5
5486,4.5
5487,0.5
5488,2.5
5489,8.5
5490,4.5
5491,3.5
5492,-1.5
5493,-3.5
5494,-4.5
5495,-5.5
5496,-5.5
5497,0.5
5498,4.5
5499,12.5
5500,9.5
5501,1.5
5502,0.5
5503,-1.5
5504,-5.5
5505,-3.5
5506,-1.5
5507,-1.5
5508,-1.5
5509,4.5
5510,6.5
5511,6.5
5512,-1.5
5513,-3.5
5514,-8.5
5515,-4.5
5516,-0.5
5517,6.5
5518,2.5
5519,6.5
5520,6.5
5521,1.5
5522,-0.5
5523,-0.5
5524,-3.5
5525,-3.5
5526,-1.5
5527,0.5
5528,-0.5
5529,6.5
5530,6.5
5531,7.5
5532,0.5
5533,-1.5
5534,-6.5
5535,-8.5
5536,3.5
5537,0.5
5538,1.5
5539,6.5
5540,6.5
5541,-1.5
5542,2.5
5543,-0.5
5544,-3.5
5545,-7.5
5546,-3.5
5547,1.5
5548,1.5
5549,6.5
5550,5.5
5551,10.5
5552,-3.5
5553,-0.5
5554,-6.5
5555,-4.5
5556,-1.5
5557,-1.5
5558,2.5
5559,6.5
5560,7.5
5561,2.5
5562,2.5
5563,-0.5
5564,-7.5
5565,-8.5
5566,-3.5
5567,3.5
5568,2.5
5569,6.5
5570,6.5
5571,3.5
5572,3.5
5573,-0.5
5574,-7.5
5575,-6.5
5576,-3.5
5577,-3.5
5578,3.5
5579,8.5
5580,6.5
5581,4.5
5582,-4.5
5583,-1.5
5584,-6.5
5585,-5.5
5586,-3.5
5587,-1.5
5588,1.5
5589,6.5
5590,5.5
5591,3.5
5592,2.5
5593,0.5
5594,-5.5
5595,-7.5
5596,-3.5
5597,1.5
5598,3.5
5599,12.5
5600,3.5
5601,4.5
5602,-1.5
5603,-0.5
5604,-0.5
5605,2.5
5606,-1.5
5607,-5.5
5608,2.5
5609,7.5
5610,13.5
5611,6.5
5612,1.5
5613,-1.5
5614,-5.5
5615,-5.5
5616,-1.5
5617,-3.5
5618,2.5
5619,7.5
5620,5.5
5621,4.5
5622,1.5
5623,-0.5
5624,-5.5
5625,-6.5
5626,-3.5
5627,-1.5
5628,3.5
5629,6.5
5630,6.5
5631,1.5
5632,1.5
5633,-1.5
5634,-6.5
5635,-6.5
5636,-4.5
5637,1.5
5638,1.5
5639,6.5
5640,-107
5641,6.5
5642,21.5
5643,6.5
5644,0.5
5645,-135
5646,-5.5
5647,-3.5
5648,2.5
5649,2.5
5650,3.5
5651,4.5
5652,7.5
5653,2.5
5654,-5.5
5655,-3.5
5656,-1.5
5657,0.5
5658,2.5
5659,6.5
5660,-0.5
5661,9.5
5662,6.5
5663,-0.5
5664,-1.5
5665,6.5
5666,0.5
5667,-3.5
5668,4.5
5669,4.5
5670,6.5
5671,8.5
5672,0.5
5673,-3.5
5674,-6.5
5675,-3.5
5676,-3.5
5677,-3.5
5678,2.5
5679,17.5
5680,5.5
5681,17.5
5682,4.5
5683,-3.5
5684,-4.5
5685,-7.5
5686,-5.5
5687,-1.5
5688,2.5
5689,4.5
5690,6.5
5691,1.5
5692,-3.5
5693,3.5
5694,-9.5
5695,-5.5
5696,-1.5
5697,14.5
5698,2.5
5699,10.5
5700,0.5
5701,4.5
5702,-1.5
5703,1.5
5704,7.5
5705,-4.5
5706,1.5
5707,0.5
5708,2.5
5709,5.5
5710,9.5
5711,-3.5
5712,0.5
5713,2.5
5714,-11.5
5715,-3.5
5716,1.5
5717,-1.5
5718,4.5
5719,7.5
5720,4.5
5721,-22.5
5722,-9.5
5723,0.5
5724,2.5
