index,CH1
1993,-6.5
1994,-7.5
1995,-7.5
1996,0.5
1997,2.5
1998,2.5
1999,6.5
2000,3.5
2001,-0.5
2002,-1.5
2003,-3.5
2004,-6.5
2005,-6.5
2006,-3.5
2007,5.5
2008,5.5
2009,-3.5
2010,1.5
2011,-0.5
2012,1.5
2013,-5.5
2014,-9.5
2015,-1.5
2016,2.5
2017,2.5
2018,1.5
2019,1.5
2020,13.5
2021,-0.5
2022,2.5
2023,-6.5
2024,-12.5
2025,-0.5
2026,0.5
2027,-1.5
2028,6.5
2029,1.5
2030,-0.5
2031,-0.5
2032,-1.5
2033,-11.5
2034,-6.5
2035,-3.5
2036,-5.5
2037,-5.5
2038,3.5
2039,2.5
2040,-4.5
2041,-8.5
2042,-4.5
2043,-4.5
2044,-6.5
2045,-5.5
2046,2.5
2047,6.5
2048,3.5
2049,5.5
2050,-1.5
2051,-5.5
2052,-4.5
2053,-9.5
2054,-8.5
2055,-0.5
2056,3.5
2057,-3.5
2058,7.5
2059,1.5
2060,0.5
2061,-5.5
2062,-3.5
2063,-5.5
2064,-3.5
2065,-3.5
2066,3.5
2067,-1.5
2068,6.5
2069,5.5
2070,1.5
2071,2.5
2072,-3.5
2073,-1.5
2074,-4.5
2075,-3.5
2076,1.5
2077,2.5
2078,1.5
2079,7.5
2080,-0.5
2081,-3.5
2082,-6.5
2083,-3.5
2084,-4.5
2085,0.5
2086,1.5
2087,4.5
2088,5.5
2089,5.5
2090,-1.5
2091,-0.5
2092,-9.5
2093,-7.5
2094,-1.5
2095,8.5
2096,-4.5
2097,-5.5
2098,-3.5
2099,9.5
2100,-13.5
2101,-1.5
2102,-3.5
2103,2.5
2104,-8.5
2105,-3.5
2106,0.5
2107,0.5
2108,-1.5
2109,3.5
2110,-4.5
2111,-1.5
2112,-1.5
2113,-8.5
2114,-4.5
2115,0.5
2116,-0.5
2117,-0.5
2118,2.5
2119,6.5
2120,-1.5
2121,-3.5
2122,-3.5
2123,-4.5
2124,-8.5
2125,0.5
2126,1.5
2127,2.5
2128,6.5
2129,8.5
2130,-5.5
2131,-0.5
2132,-1.5
2133,-5.5
2134,-5.5
2135,-4.5
2136,-1.5
2137,2.5
2138,4.5
2139,-1.5
2140,2.5
2141,1.5
2142,-3.5
2143,-3.5
2144,-5.5
2145,-0.5
2146,-1.5
2147,1.5
2148,10.5
2149,4.5
2150,2.5
2151,-1.5
2152,-3.5
2153,-5.5
2154,-5.5
2155,-3.5
2156,2.5
2157,1.5
2158,7.5
2159,6.5
2160,0.5
2161,-3.5
2162,-3.5
2163,-3.5
2164,-6.5
2165,1.5
2166,1.5
2167,4.5
2168,-0.5
2169,10.5
2170,7.5
2171,-3.5
2172,-3.5
2173,-1.5
2174,-6.5
2175,0.5
2176,-6.5
2177,-1.5
2178,-1.5
2179,5.5
2180,-0.5
2181,-3.5
2182,-3.5
2183,0.5
2184,-4.5
2185,0.5
2186,-1.5
2187,5.5
2188,-0.5
2189,0.5
2190,3.5
2191,-3.5
2192,-14.5
2193,-6.5
2194,-3.5
2195,2.5
2196,-1.5
2197,-0.5
2198,4.5
2199,-3.5
2200,-0.5
2201,2.5
2202,-7.5
2203,-3.5
2204,-3.5
2205,1.5
2206,2.5
2207,3.5
2208,5.5
2209,5.5
2210,-3.5
2211,-3.5
2212,-0.5
2213,-1.5
2214,4.5
2215,0.5
2216,-3.5
2217,2.5
2218,7.5
2219,5.5
2220,7.5
2221,4.5
2222,-9.5
2223,2.5
2224,-3.5
2225,-1.5
2226,-0.5
2227,0.5
2228,6.5
2229,-9.5
2230,1.5
2231,-8.5
2232,-5.5
2233,-6.5
2234,-4.5
2235,-4.5
2236,2.5
2237,5.5
2238,10.5
2239,1.5
2240,-1.5
2241,4.5
2242,-0.5
2243,-1.5
2244,-4.5
2245,-3.5
2246,0.5
2247,5.5
2248,7.5
2249,-1.5
2250,0.5
2251,0.5
2252,-3.5
2253,-3.5
2254,-8.5
2255,-4.5
2256,6.5
2257,4.5
2258,1.5
2259,6.5
2260,-6.5
2261,-7.5
2262,-4.5
2263,-7.5
2264,-3.5
2265,-0.5
2266,2.5
2267,3.5
2268,9.5
2269,6.5
2270,5.5
2271,-0.5
2272,-1.5
2273,-8.5
2274,-4.5
2275,-3.5
2276,4.5
2277,6.5
2278,4.5
2279,1.5
2280,0.5
2281,-3.5
2282,-5.5
2283,-8.5
2284,-0.5
2285,-0.5
2286,-1.5
2287,0.5
2288,2.5
2289,1.5
2290,-0.5
2291,2.5
2292,-8.5
2293,-4.5
2294,-4.5
2295,7.5
2296,-3.5
2297,2.5
2298,8.5
2299,12.5
2300,0.5
2301,1.5
2302,-1.5
2303,-1.5
2304,-12.5
2305,0.5
2306,-0.5
2307,4.5
2308,10.5
2309,4.5
2310,-1.5
2311,-0.5
2312,-1.5
2313,-4.5
2314,-1.5
2315,-13.5
2316,-1.5
2317,2.5
2318,7.5
2319,-1.5
2320,4.5
2321,0.5
2322,-1.5
2323,-5.5
2324,-12.5
2325,-1.5
2326,-4.5
2327,3.5
2328,6.5
2329,-0.5
2330,-3.5
2331,0.5
2332,-3.5
2333,-5.5
2334,-5.5
2335,-6.5
2336,2.5
2337,2.5
2338,6.5
2339,5.5
2340,-3.5
2341,4.5
2342,-3.5
2343,-6.5
2344,-6.5
2345,0.5
2346,-0.5
2347,1.5
2348,6.5
2349,1.5
2350,-4.5
2351,-0.5
2352,-3.5
2353,-4.5
2354,-8.5
2355,-5.5
2356,4.5
2357,6.5
2358,9.5
2359,5.5
2360,1.5
2361,-0.5
2362,-3.5
2363,-7.5
2364,-3.5
2365,-5.5
2366,-3.5
2367,0.5
2368,6.5
2369,6.5
2370,1.5
2371,-1.5
2372,-3.5
2373,-3.5
2374,-6.5
2375,-1.5
2376,0.5
2377,1.5
2378,5.5
2379,5.5
2380,5.5
2381,-0.5
2382,-1.5
2383,-6.5
2384,-6.5
2385,-3.5
2386,0.5
2387,4.5
2388,7.5
2389,6.5
2390,0.5
2391,1.5
2392,-3.5
2393,-6.5
2394,-5.5
2395,-7.5
2396,0.5
2397,2.5
2398,4.5
2399,7.5
2400,1.5
2401,-0.5
2402,-3.5
2403,-7.5
2404,-5.5
2405,-1.5
2406,-3.5
2407,3.5
2408,4.5
2409,17.5
2410,8.5
2411,2.5
2412,-1.5
2413,-7.5
2414,-5.5
2415,-14.5
2416,-1.5
2417,-0.5
2418,4.5
2419,3.5
2420,-5.5
2421,0.5
2422,-1.5
2423,-3.5
2424,-8.5
2425,0.5
2426,0.5
2427,4.5
2428,6.5
2429,7.5
2430,1.5
2431,1.5
2432,-5.5
2433,-4.5
2434,-7.5
2435,-3.5
2436,2.5
2437,4.5
2438,4.5
2439,7.5
2440,7.5
2441,2.5
2442,-3.5
2443,-7.5
2444,-5.5
2445,-5.5
2446,-1.5
2447,2.5
2448,22.5
2449,8.5
2450,1.5
2451,1.5
2452,-3.5
2453,-13.5
2454,-7.5
2455,-5.5
2456,6.5
2457,6.5
2458,5.5
2459,9.5
2460,-0.5
2461,7.5
2462,-6.5
2463,-34.5
2464,-4.5
2465,3.5
2466,6.5
2467,2.5
2468,3.5
2469,5.5
2470,1.5
2471,0.5
2472,-3.5
2473,19.5
2474,-3.5
2475,1.5
2476,0.5
2477,-0.5
2478,5.5
2479,4.5
2480,-0.5
2481,4.5
2482,-1.5
2483,-6.5
2484,-6.5
2485,-8.5
2486,-5.5
2487,2.5
2488,8.5
2489,-0.5
2490,-0.5
2491,0.5
2492,0.5
2493,-8.5
2494,-3.5
2495,-1.5
2496,-0.5
2497,2.5
2498,8.5
2499,5.5
2500,-3.5
2501,6.5
2502,-1.5
2503,-10.5
2504,-11.5
2505,-0.5
2506,-1.5
2507,0.5
2508,4.5
2509,6.5
2510,10.5
2511,2.5
2512,-3.5
2513,-9.5
2514,-3.5
2515,0.5
2516,1.5
2517,0.5
2518,6.5
2519,8.5
2520,8.5
2521,6.5
2522,-1.5
2523,-7.5
2524,-10.5
2525,-0.5
2526,-0.5
2527,5.5
2528,5.5
2529,6.5
2530,-0.5
2531,0.5
2532,0.5
2533,-5.5
2534,-4.5
2535,-0.5
2536,-0.5
2537,1.5
2538,5.5
2539,9.5
2540,36.5
2541,24.5
2542,6.5
2543,-6.5
2544,0.5
2545,-1.5
2546,1.5
2547,-1.5
2548,-0.5
2549,-0.5
2550,-3.5
2551,-1.5
2552,-4.5
2553,2.5
2554,-1.5
2555,1.5
2556,8.5
2557,0.5
2558,-6.5
2559,4.5
2560,-3.5
2561,-3.5
2562,3.5
2563,-4.5
2564,-3.5
2565,22.5
2566,2.5
2567,6.5
2568,17.5
2569,3.5
2570,2.5
2571,2.5
2572,-1.5
2573,-7.5
2574,-11.5
2575,-16.5
2576,0.5
2577,-1.5
2578,0.5
2579,15.5
2580,-8.5
2581,4.5
2582,0.5
2583,-16.5
2584,-3.5
2585,1.5
2586,-0.5
2587,0.5
2588,7.5
2589,15.5
2590,-1.5
2591,-0.5
2592,0.5
2593,-6.5
2594,-5.5
2595,2.5
2596,-3.5
2597,4.5
2598,6.5
2599,7.5
2600,14.5
2601,3.5
2602,-3.5
2603,-7.5
2604,-7.5
2605,1.5
2606,-1.5
2607,-3.5
2608,3.5
2609,4.5
2610,0.5
2611,-32.5
2612,1.5
2613,-9.5
2614,-6.5
2615,-3.5
2616,-0.5
2617,-24.5
2618,4.5
2619,4.5
2620,-27.5
2621,-26.5
2622,-9.5
2623,4.5
2624,-1.5
2625,3.5
2626,-1.5
2627,2.5
2628,7.5
2629,3.5
2630,-1.5
2631,29.5
2632,1.5
2633,-6.5
2634,-3.5
2635,-3.5
2636,-0.5
2637,-3.5
2638,6.5
2639,4.5
2640,6.5
2641,1.5
2642,-1.5
2643,-1.5
2644,-7.5
2645,6.5
2646,-3.5
2647,-3.5
2648,10.5
2649,6.5
2650,6.5
2651,3.5
2652,1.5
2653,-4.5
2654,-8.5
2655,-1.5
2656,1.5
2657,2.5
2658,5.5
2659,26.5
2660,-1.5
2661,-3.5
2662,6.5
2663,-1.5
2664,-3.5
2665,25.5
2666,1.5
2667,-0.5
2668,7.5
2669,19.5
2670,-20.5
2671,-0.5
2672,-0.5
2673,-6.5
2674,-3.5
2675,-4.5
2676,-0.5
2677,2.5
2678,-1.5
2679,3.5
2680,-1.5
2681,4.5
2682,-1.5
2683,-9.5
2684,-6.5
2685,-0.5
2686,5.5
2687,2.5
2688,2.5
2689,5.5
2690,2.5
2691,0.5
2692,-3.5
2693,-7.5
2694,-7.5
2695,-3.5
2696,-0.5
2697,-0.5
2698,8.5
2699,7.5
2700,4.5
2701,1.5
2702,-1.5
2703,-7.5
2704,-6.5
2705,-0.5
2706,-3.5
2707,1.5
2708,7.5
2709,8.5
2710,5.5
2711,-1.5
2712,-5.5
2713,-6.5
2714,-6.5
2715,-3.5
2716,-1.5
2717,2.5
2718,10.5
2719,6.5
2720,3.5
2721,2.5
2722,-4.5
2723,-8.5
2724,-6.5
2725,-7.5
2726,-5.5
2727,8.5
2728,7.5
2729,6.5
2730,2.5
2731,6.5
2732,-0.5
2733,-8.5
2734,-1.5
2735,1.5
2736,-1.5
2737,-1.5
2738,5.5
2739,13.5
2740,1.5
2741,5.5
2742,-3.5
2743,-7.5
2744,-7.5
2745,-0.5
2746,0.5
2747,2.5
2748,8.5
2749,9.5
2750,14.5
2751,2.5
2752,-4.5
2753,-6.5
2754,-9.5
2755,2.5
2756,-1.5
2757,2.5
2758,13.5
2759,10.5
2760,4.5
2761,3.5
2762,-1.5
2763,-8.5
2764,-5.5
2765,-1.5
2766,-3.5
2767,2.5
2768,10.5
2769,6.5
2770,0.5
2771,3.5
2772,-1.5
2773,-5.5
2774,-8.5
2775,-1.5
2776,0.5
2777,2.5
2778,6.5
2779,6.5
2780,4.5
2781,-1.5
2782,-3.5
2783,-3.5
2784,-5.5
2785,1.5
2786,-12.5
2787,-0.5
2788,8.5
2789,4.5
2790,3.5
2791,5.5
2792,-0.5
2793,-9.5
2794,-6.5
2795,-1.5
2796,-3.5
2797,4.5
2798,8.5
2799,9.5
2800,-1.5
2801,4.5
2802,-1.5
2803,0.5
2804,-7.5
2805,4.5
2806,-6.5
2807,1.5
2808,12.5
2809,2.5
2810,0.5
2811,-0.5
2812,1.5
2813,-4.5
2814,-5.5
2815,-5.5
2816,-7.5
2817,5.5
2818,4.5
2819,5.5
2820,-0.5
2821,-0.5
2822,0.5
2823,-6.5
2824,-9.5
2825,-6.5
2826,-3.5
2827,3.5
2828,1.5
2829,-4.5
2830,13.5
2831,1.5
2832,-1.5
2833,-11.5
2834,-5.5
2835,-3.5
2836,-4.5
2837,2.5
2838,6.5
2839,-32.5
2840,1.5
2841,-4.5
2842,-0.5
2843,-8.5
2844,-6.5
2845,-6.5
2846,6.5
2847,3.5
2848,6.5
2849,-26.5
2850,5.5
2851,-1.5
2852,-1.5
2853,-7.5
2854,-8.5
2855,7.5
2856,0.5
2857,1.5
2858,6.5
2859,9.5
2860,-0.5
2861,-3.5
2862,-3.5
2863,-10.5
2864,-3.5
2865,-5.5
2866,-1.5
2867,1.5
2868,0.5
2869,6.5
2870,3.5
2871,-1.5
2872,-1.5
2873,-4.5
2874,10.5
2875,-1.5
2876,0.5
2877,4.5
2878,7.5
2879,7.5
2880,6.5
2881,4.5
2882,0.5
2883,17.5
2884,-6.5
2885,-3.5
2886,-1.5
2887,0.5
2888,5.5
2889,8.5
2890,0.5
2891,1.5
2892,-1.5
2893,-8.5
2894,-8.5
2895,-8.5
2896,-1.5
2897,3.5
2898,4.5
2899,13.5
2900,-7.5
2901,1.5
2902,-3.5
2903,-8.5
2904,-93
2905,-4.5
2906,-4.5
2907,-1.5
2908,-0.5
2909,-13.5
2910,-13.5
2911,4.5
2912,6.5
2913,-5.5
2914,-7.5
2915,-5.5
2916,-3.5
2917,3.5
2918,7.5
2919,8.5
2920,4.5
2921,1.5
2922,-0.5
2923,-1.5
2924,-7.5
2925,-3.5
2926,4.5
2927,0.5
2928,10.5
2929,9.5
2930,-1.5
2931,-8.5
2932,0.5
2933,-23.5
2934,-4.5
2935,0.5
2936,-3.5
2937,1.5
2938,13.5
2939,10.5
2940,4.5
2941,4.5
2942,-3.5
2943,-15.5
2944,-5.5
2945,2.5
2946,0.5
2947,4.5
2948,6.5
2949,9.5
2950,1.5
2951,3.5
2952,-3.5
2953,-0.5
2954,-8.5
2955,-35.5
2956,6.5
2957,3.5
2958,5.5
2959,9.5
2960,7.5
2961,1.5
2962,-1.5
2963,-10.5
2964,-4.5
2965,-6.5
2966,-3.5
2967,1.5
2968,6.5
2969,0.5
2970,-13.5
2971,4.5
2972,-3.5
2973,-7.5
2974,-5.5
2975,-4.5
2976,-4.5
2977,-1.5
2978,7.5
2979,6.5
2980,1.5
2981,2.5
2982,-3.5
2983,-6.5
2984,5.5
2985,-1.5
2986,-8.5
2987,0.5
2988,6.5
2989,6.5
2990,4.5
2991,1.5
2992,-1.5
2993,-6.5
2994,-7.5
2995,-3.5
2996,-1.5
2997,2.5
2998,7.5
2999,10.5
3000,2.5
3001,3.5
3002,-0.5
3003,-6.5
3004,-7.5
3005,0.5
3006,-1.5
3007,4.5
3008,7.5
3009,8.5
3010,2.5
3011,0.5
3012,-1.5
3013,-3.5
3014,-9.5
3015,-4.5
3016,-1.5
3017,4.5
3018,4.5
3019,6.5
3020,1.5
3021,2.5
3022,0.5
3023,-8.5
3024,-7.5
3025,-8.5
3026,-0.5
3027,4.5
3028,4.5
3029,6.5
3030,2.5
3031,13.5
3032,-3.5
3033,-6.5
3034,-6.5
3035,-0.5
3036,-1.5
3037,1.5
3038,9.5
3039,6.5
3040,2.5
3041,-1.5
3042,-1.5
3043,-0.5
3044,-7.5
3045,0.5
3046,-0.5
3047,2.5
3048,5.5
3049,8.5
3050,-3.5
3051,-7.5
3052,-1.5
3053,-4.5
3054,-7.5
3055,-1.5
3056,-3.5
3057,2.5
3058,7.5
3059,4.5
3060,4.5
3061,0.5
3062,-3.5
3063,-7.5
3064,-7.5
3065,-1.5
3066,-1.5
3067,2.5
3068,6.5
3069,7.5
3070,1.5
3071,1.5
3072,-1.5
3073,-6.5
3074,-7.5
3075,-1.5
3076,-1.5
3077,1.5
3078,6.5
3079,6.5
3080,4.5
3081,1.5
3082,-1.5
3083,-5.5
3084,-6.5
3085,-3.5
3086,-3.5
3087,2.5
3088,7.5
3089,7.5
3090,2.5
3091,1.5
3092,-3.5
3093,-5.5
3094,-7.5
3095,-1.5
3096,-6.5
3097,6.5
3098,6.5
3099,5.5
3100,2.5
3101,3.5
3102,-1.5
3103,-7.5
3104,-7.5
3105,-3.5
3106,-0.5
3107,4.5
3108,6.5
3109,8.5
3110,-3.5
3111,1.5
3112,-3.5
3113,-7.5
3114,-6.5
3115,-1.5
3116,-3.5
3117,3.5
3118,6.5
3119,8.5
3120,-1.5
3121,1.5
3122,-3.5
3123,-7.5
3124,-7.5
3125,-1.5
3126,-1.5
3127,2.5
3128,9.5
3129,7.5
3130,5.5
3131,1.5
3132,-1.5
3133,-8.5
3134,-7.5
3135,-3.5
3136,-1.5
3137,3.5
3138,6.5
3139,3.5
3140,3.5
3141,2.5
3142,-1.5
3143,-5.5
3144,-9.5
3145,-3.5
3146,-1.5
3147,2.5
3148,6.5
3149,7.5
3150,4.5
3151,-3.5
3152,-1.5
3153,-5.5
3154,-8.5
3155,-5.5
3156,-1.5
3157,2.5
3158,5.5
3159,6.5
3160,1.5
3161,-0.5
3162,-1.5
3163,-7.5
3164,-6.5
3165,-6.5
3166,-3.5
3167,2.5
3168,2.5
3169,6.5
3170,4.5
3171,1.5
3172,-1.5
3173,-5.5
3174,-6.5
3175,-3.5
3176,-0.5
3177,2.5
3178,6.5
3179,7.5
3180,4.5
3181,1.5
3182,-1.5
3183,-4.5
3184,-6.5
3185,-3.5
3186,-1.5
3187,2.5
3188,7.5
3189,6.5
3190,4.5
3191,2.5
3192,-1.5
3193,-7.5
3194,-6.5
3195,-4.5
3196,-1.5
3197,1.5
3198,6.5
3199,6.5
3200,6.5
3201,1.5
3202,-0.5
3203,-7.5
3204,-8.5
3205,-4.5
3206,-1.5
3207,0.5
3208,6.5
3209,6.5
3210,2.5
3211,1.5
3212,-1.5
3213,-5.5
3214,-6.5
3215,-3.5
3216,-1.5
3217,-0.5
3218,5.5
3219,15.5
3220,3.5
3221,2.5
3222,-1.5
3223,-6.5
3224,-6.5
3225,-1.5
3226,-1.5
3227,2.5
3228,6.5
3229,6.5
3230,4.5
3231,2.5
3232,-3.5
3233,-5.5
3234,-8.5
3235,-5.5
3236,-3.5
3237,1.5
3238,5.5
3239,6.5
3240,4.5
3241,2.5
3242,-3.5
3243,-6.5
3244,-7.5
3245,5.5
3246,-4.5
3247,2.5
3248,9.5
3249,8.5
3250,10.5
3251,1.5
3252,2.5
3253,-12.5
3254,-6.5
3255,-4.5
3256,-3.5
3257,1.5
3258,7.5
3259,7.5
3260,5.5
3261,2.5
3262,-3.5
3263,-6.5
3264,-5.5
3265,-4.5
3266,-3.5
3267,0.5
3268,9.5
3269,6.5
3270,3.5
3271,1.5
3272,-0.5
3273,-6.5
3274,-7.5
3275,-5.5
3276,-0.5
3277,5.5
3278,8.5
3279,8.5
3280,3.5
3281,2.5
3282,-1.5
3283,-5.5
3284,-8.5
3285,-1.5
3286,-0.5
3287,1.5
3288,8.5
3289,5.5
3290,4.5
3291,2.5
3292,-0.5
3293,-6.5
3294,-8.5
3295,-3.5
3296,-1.5
3297,2.5
3298,5.5
3299,6.5
3300,6.5
3301,-1.5
3302,-0.5
3303,-7.5
3304,-6.5
3305,-3.5
3306,-1.5
3307,1.5
3308,4.5
3309,9.5
3310,3.5
3311,3.5
3312,-0.5
3313,-7.5
3314,-6.5
3315,-6.5
3316,-1.5
3317,-0.5
3318,6.5
3319,6.5
3320,3.5
3321,1.5
3322,-0.5
3323,-5.5
3324,-6.5
3325,0.5
3326,-0.5
3327,1.5
3328,6.5
3329,6.5
3330,5.5
3331,2.5
3332,-1.5
3333,-4.5
3334,-7.5
3335,-5.5
3336,-3.5
3337,3.5
3338,7.5
3339,6.5
3340,4.5
3341,2.5
3342,-0.5
3343,-5.5
3344,-7.5
3345,-8.5
3346,4.5
3347,2.5
3348,6.5
3349,6.5
3350,9.5
3351,3.5
3352,0.5
3353,-5.5
3354,-6.5
3355,-4.5
3356,-3.5
3357,2.5
3358,6.5
3359,6.5
3360,6.5
3361,1.5
3362,-0.5
3363,-7.5
3364,-5.5
3365,-4.5
3366,-3.5
3367,0.5
3368,5.5
3369,10.5
3370,4.5
3371,3.5
3372,0.5
3373,-7.5
3374,-3.5
3375,-5.5
3376,-0.5
3377,0.5
3378,7.5
3379,8.5
3380,5.5
3381,2.5
3382,-1.5
3383,-6.5
3384,-7.5
3385,-7.5
3386,-1.5
3387,2.5
3388,8.5
3389,6.5
3390,4.5
3391,2.5
3392,-0.5
3393,-7.5
3394,-7.5
3395,-6.5
3396,-0.5
3397,-1.5
3398,6.5
3399,7.5
3400,6.5
3401,1.5
3402,-0.5
3403,-5.5
3404,-5.5
3405,-4.5
3406,-1.5
3407,0.5
3408,6.5
3409,8.5
3410,6.5
3411,6.5
3412,-0.5
3413,-5.5
3414,-7.5
3415,-7.5
3416,-1.5
3417,1.5
3418,7.5
3419,7.5
3420,5.5
3421,3.5
3422,-0.5
3423,-10.5
3424,-8.5
3425,-3.5
3426,-3.5
3427,1.5
3428,9.5
3429,7.5
3430,5.5
3431,3.5
3432,2.5
3433,-6.5
3434,-4.5
3435,-5.5
3436,-1.5
3437,1.5
3438,6.5
3439,4.5
3440,6.5
3441,2.5
3442,-3.5
3443,-1.5
3444,-5.5
3445,-5.5
3446,1.5
3447,1.5
3448,6.5
3449,-1.5
3450,3.5
3451,2.5
3452,-1.5
3453,-5.5
3454,-6.5
3455,-4.5
3456,-1.5
3457,-0.5
3458,6.5
3459,7.5
3460,3.5
3461,0.5
3462,-0.5
3463,-5.5
3464,-6.5
3465,-5.5
3466,-3.5
3467,2.5
3468,7.5
3469,6.5
3470,6.5
3471,1.5
3472,0.5
3473,-6.5
3474,-7.5
3475,-4.5
3476,-3.5
3477,0.5
3478,7.5
3479,6.5
3480,2.5
3481,-7.5
3482,-0.5
3483,-5.5
3484,-6.5
3485,-5.5
3486,-3.5
3487,-0.5
3488,6.5
3489,6.5
3490,2.5
3491,4.5
3492,0.5
3493,-5.5
3494,-5.5
3495,-4.5
3496,-3.5
3497,2.5
3498,6.5
3499,6.5
3500,3.5
3501,0.5
3502,0.5
3503,-6.5
3504,-7.5
3505,-3.5
3506,-1.5
3507,0.5
3508,7.5
3509,6.5
3510,4.5
3511,1.5
3512,1.5
3513,-8.5
3514,-3.5
3515,-6.5
3516,-0.5
3517,-0.5
3518,4.5
3519,6.5
3520,5.5
3521,2.5
3522,-0.5
3523,-6.5
3524,-13.5
3525,-3.5
3526,1.5
3527,5.5
3528,6.5
3529,9.5
3530,4.5
3531,4.5
3532,-0.5
3533,-6.5
3534,-7.5
3535,-1.5
3536,-3.5
3537,2.5
3538,5.5
3539,6.5
3540,6.5
3541,1.5
3542,-1.5
3543,-3.5
3544,-8.5
3545,-5.5
3546,-1.5
3547,0.5
3548,3.5
3549,7.5
3550,3.5
3551,6.5
3552,-0.5
3553,-1.5
3554,-6.5
3555,-1.5
3556,-0.5
3557,2.5
3558,13.5
3559,7.5
3560,-3.5
3561,13.5
3562,2.5
3563,14.5
3564,-6.5
3565,-8.5
3566,-1.5
3567,1.5
3568,9.5
3569,4.5
3570,6.5
3571,-0.5
3572,-1.5
3573,-4.5
3574,-7.5
3575,-9.5
3576,-0.5
3577,-1.5
3578,9.5
3579,9.5
3580,6.5
3581,19.5
3582,2.5
3583,-6.5
3584,-7.5
3585,-3.5
3586,0.5
3587,2.5
3588,7.5
3589,3.5
3590,13.5
3591,0.5
3592,-3.5
3593,-7.5
3594,-19.5
3595,-3.5
3596,-0.5
3597,-5.5
3598,7.5
3599,6.5
3600,6.5
3601,2.5
3602,-1.5
3603,-6.5
3604,-8.5
3605,3.5
3606,-10.5
3607,-1.5
3608,8.5
3609,7.5
3610,5.5
3611,2.5
3612,-3.5
3613,-7.5
3614,-6.5
3615,-1.5
3616,-0.5
3617,-1.5
3618,5.5
3619,7.5
3620,3.5
3621,3.5
3622,3.5
3623,-5.5
3624,-7.5
3625,-5.5
3626,-0.5
3627,1.5
3628,8.5
3629,6.5
3630,6.5
3631,3.5
3632,-4.5
3633,-8.5
3634,-6.5
3635,-3.5
3636,-4.5
3637,-0.5
3638,6.5
3639,6.5
3640,5.5
3641,4.5
3642,0.5
3643,-6.5
3644,-6.5
3645,-6.5
3646,-1.5
3647,-0.5
3648,6.5
3649,10.5
3650,5.5
3651,2.5
3652,1.5
3653,-5.5
3654,-5.5
3655,-3.5
3656,-0.5
3657,-0.5
3658,3.5
3659,10.5
3660,-0.5
3661,1.5
3662,0.5
3663,-11.5
3664,-9.5
3665,-1.5
3666,-3.5
3667,-1.5
3668,5.5
3669,10.5
3670,4.5
3671,4.5
3672,2.5
3673,-6.5
3674,-5.5
3675,-7.5
3676,-1.5
3677,-1.5
3678,6.5
3679,6.5
3680,-0.5
3681,2.5
3682,2.5
3683,-8.5
3684,-5.5
3685,-5.5
3686,-3.5
3687,-0.5
3688,8.5
3689,6.5
3690,3.5
3691,1.5
3692,2.5
3693,-6.5
3694,-183
3695,17.5
3696,10.5
3697,6.5
3698,3.5
3699,8.5
3700,1.5
3701,2.5
3702,1.5
3703,19.5
3704,-5.5
3705,-3.5
3706,-0.5
3707,2.5
3708,2.5
3709,7.5
3710,2.5
3711,-10.5
3712,-0.5
3713,-5.5
3714,-3.5
3715,-3.5
3716,-3.5
3717,-0.5
3718,6.5
3719,8.5
3720,7.5
3721,-6.5
3722,1.5
3723,-3.5
3724,-5.5
3725,-13.5
3726,-1.5
3727,4.5
3728,6.5
3729,9.5
3730,6.5
3731,2.5
3732,3.5
3733,-3.5
3734,-1.5
3735,-7.5
3736,-1.5
3737,-1.5
3738,4.5
3739,1.5
3740,6.5
3741,8.5
3742,4.5
3743,0.5
3744,-8.5
3745,-1.5
3746,3.5
3747,-3.5
3748,6.5
3749,7.5
3750,21.5
3751,1.5
3752,-0.5
3753,-7.5
3754,-3.5
3755,-3.5
3756,-1.5
3757,-0.5
3758,8.5
3759,5.5
3760,-5.5
3761,3.5
3762,-0.5
3763,-6.5
3764,-7.5
3765,-3.5
3766,-1.5
3767,-1.5
3768,12.5
3769,6.5
3770,7.5
3771,0.5
3772,-1.5
3773,-3.5
3774,-7.5
3775,-8.5
3776,6.5
3777,-6.5
3778,6.5
3779,4.5
3780,2.5
3781,-0.5
3782,-1.5
3783,-4.5
3784,8.5
3785,-1.5
3786,-0.5
3787,-1.5
3788,7.5
3789,3.5
3790,0.5
3791,7.5
3792,0.5
3793,-6.5
3794,-4.5
3795,-4.5
3796,-1.5
3797,-1.5
3798,6.5
3799,4.5
3800,2.5
3801,5.5
3802,0.5
3803,-7.5
3804,-8.5
3805,-4.5
3806,8.5
3807,-18.5
3808,4.5
3809,31.5
3810,17.5
3811,5.5
3812,0.5
3813,-8.5
3814,-4.5
3815,-6.5
3816,-9.5
3817,-1.5
3818,15.5
3819,5.5
3820,15.5
3821,-1.5
3822,3.5
3823,-3.5
3824,-6.5
3825,-6.5
3826,-4.5
3827,2.5
3828,5.5
3829,10.5
3830,-5.5
3831,6.5
3832,-3.5
3833,-5.5
3834,-8.5
3835,-6.5
3836,-1.5
3837,-0.5
3838,4.5
3839,7.5
3840,2.5
3841,6.5
3842,15.5
3843,-9.5
3844,-1.5
3845,-9.5
3846,0.5
3847,1.5
3848,4.5
3849,6.5
3850,-3.5
3851,2.5
3852,-3.5
3853,-7.5
3854,-10.5
