Channel              :,CH1
Frequency            :,	?
Period               :,  ?
PK-PK                :,468.0mV?
Average              :,-1.026mV?
Vertical pos         :,-35.000000mV
Probe attenuation    :,1X
Voltage per ADC value:,0.125000mV
Time interval        :,2000.00000uS

index,CH1_Voltage(mV)
1,13.000000
2,13.000000
3,1.000000
4,21.000000
5,-3.000000
6,-5.000000
7,-3.000000
8,-1.000000
9,-3.000000
10,5.000000
11,7.000000
12,13.000000
13,3.000000
14,-1.000000
15,1.000000
16,-5.000000
17,-5.000000
18,-5.000000
19,1.000000
20,1.000000
21,3.000000
22,15.000000
23,-3.000000
24,-1.000000
25,1.000000
26,-1.000000
27,-3.000000
28,-3.000000
29,-3.000000
30,-1.000000
31,9.000000
32,5.000000
33,7.000000
34,1.000000
35,1.000000
36,-3.000000
37,-13.000000
38,-7.000000
39,-7.000000
40,1.000000
41,5.000000
42,7.000000
43,1.000000
44,-1.000000
45,3.000000
46,-3.000000
47,-7.000000
48,-5.000000
49,5.000000
50,-1.000000
51,7.000000
52,5.000000
53,7.000000
54,-1.000000
55,1.000000
56,-7.000000
57,-7.000000
58,-9.000000
59,-7.000000
60,-5.000000
61,1.000000
62,5.000000
63,3.000000
64,3.000000
65,1.000000
66,-7.000000
67,-5.000000
68,-7.000000
69,-3.000000
70,-3.000000
71,3.000000
72,3.000000
73,1.000000
74,-5.000000
75,9.000000
76,-5.000000
77,-7.000000
78,-7.000000
79,1.000000
80,-1.000000
81,5.000000
82,3.000000
83,7.000000
84,3.000000
85,5.000000
86,-1.000000
87,-5.000000
88,1.000000
89,-3.000000
90,-1.000000
91,5.000000
92,9.000000
93,1.000000
94,21.000000
95,3.000000
96,-5.000000
97,-5.000000
98,-3.000000
99,-1.000000
100,-1.000000
101,11.000000
102,7.000000
103,3.000000
104,-9.000000
105,-3.000000
106,-3.000000
107,-5.000000
108,13.000000
109,-3.000000
110,-3.000000
111,5.000000
112,25.000000
113,21.000000
114,1.000000
115,1.000000
116,-1.000000
117,-3.000000
118,-5.000000
119,-1.000000
120,-3.000000
121,7.000000
122,13.000000
123,17.000000
124,1.000000
125,5.000000
126,-5.000000
127,-33.000000
128,-5.000000
129,-1.000000
130,-1.000000
131,-11.000000
132,3.000000
133,5.000000
134,-1.000000
135,1.000000
136,-3.000000
137,-9.000000
138,-7.000000
139,-7.000000
140,-3.000000
141,-17.000000
142,5.000000
143,-3.000000
144,-1.000000
145,1.000000
146,-43.000000
147,-5.000000
148,-9.000000
149,-7.000000
150,1.000000
151,3.000000
152,7.000000
153,-1.000000
154,-1.000000
155,-1.000000
156,-1.000000
157,-9.000000
158,-7.000000
159,-1.000000
160,-7.000000
161,3.000000
162,3.000000
163,13.000000
164,1.000000
165,3.000000
166,11.000000
167,-5.000000
168,-1.000000
169,1.000000
170,-1.000000
171,9.000000
172,9.000000
173,-5.000000
174,5.000000
175,-1.000000
176,-11.000000
177,-5.000000
178,-9.000000
179,-3.000000
180,-3.000000
181,3.000000
182,-1.000000
183,19.000000
184,31.000000
185,3.000000
186,-5.000000
187,-1.000000
188,-11.000000
189,-3.000000
190,-1.000000
191,5.000000
192,25.000000
193,-11.000000
194,1.000000
195,-1.000000
196,-3.000000
197,-9.000000
198,-3.000000
199,1.000000
200,1.000000
201,1.000000
202,3.000000
203,9.000000
204,1.000000
205,1.000000
206,-7.000000
207,-1.000000
208,-5.000000
209,-1.000000
210,1.000000
211,7.000000
212,3.000000
213,1.000000
214,1.000000
215,-1.000000
216,1.000000
217,-27.000000
218,-7.000000
219,-3.000000
220,-1.000000
221,7.000000
222,1.000000
223,-1.000000
224,1.000000
225,1.000000
226,-3.000000
227,-11.000000
228,-7.000000
229,-7.000000
230,-1.000000
231,5.000000
232,3.000000
233,7.000000
234,-1.000000
235,7.000000
236,-7.000000
237,-7.000000
238,1.000000
239,13.000000
240,-1.000000
241,1.000000
242,5.000000
243,-1.000000
244,1.000000
245,1.000000
246,-5.000000
247,-9.000000
248,-5.000000
249,1.000000
250,-1.000000
251,7.000000
252,5.000000
253,1.000000
254,-21.000000
255,1.000000
256,-5.000000
257,-7.000000
258,13.000000
259,-3.000000
260,-1.000000
261,9.000000
262,5.000000
263,3.000000
264,-5.000000
265,7.000000
266,-7.000000
267,-7.000000
268,25.000000
269,-3.000000
270,1.000000
271,1.000000
272,-1.000000
273,-3.000000
274,3.000000
275,-3.000000
276,-3.000000
277,-9.000000
278,-5.000000
279,-3.000000
280,1.000000
281,3.000000
282,-3.000000
283,3.000000
284,3.000000
285,-3.000000
286,-1.000000
287,-13.000000
288,-1.000000
289,-3.000000
290,-3.000000
291,3.000000
292,15.000000
293,7.000000
294,-1.000000
295,-1.000000
296,-7.000000
297,1.000000
298,-7.000000
299,-1.000000
300,1.000000
301,15.000000
302,7.000000
303,-1.000000
304,1.000000
305,-1.000000
306,-5.000000
307,-5.000000
308,5.000000
309,1.000000
310,3.000000
311,7.000000
312,1.000000
313,1.000000
314,-1.000000
315,-1.000000
316,-5.000000
317,-7.000000
318,-11.000000
319,-1.000000
320,13.000000
321,-1.000000
322,7.000000
323,5.000000
324,-1.000000
325,3.000000
326,-7.000000
327,-11.000000
328,-11.000000
329,-21.000000
330,-1.000000
331,3.000000
332,5.000000
333,23.000000
334,-5.000000
335,-1.000000
336,-1.000000
337,-5.000000
338,-5.000000
339,-3.000000
340,-3.000000
341,3.000000
342,5.000000
343,23.000000
344,15.000000
345,-3.000000
346,-7.000000
347,-3.000000
348,-11.000000
349,-1.000000
350,-3.000000
351,1.000000
352,1.000000
353,1.000000
354,7.000000
355,-5.000000
356,-1.000000
357,-9.000000
358,-3.000000
359,-1.000000
360,5.000000
361,7.000000
362,7.000000
363,1.000000
364,-1.000000
365,1.000000
366,1.000000
367,-11.000000
368,-1.000000
369,-1.000000
370,-5.000000
371,1.000000
372,-29.000000
373,5.000000
374,-3.000000
375,5.000000
376,-7.000000
377,-7.000000
378,-3.000000
379,-1.000000
380,1.000000
381,11.000000
382,3.000000
383,3.000000
384,5.000000
385,1.000000
386,-5.000000
387,-5.000000
388,-7.000000
389,-7.000000
390,-3.000000
391,5.000000
392,3.000000
393,1.000000
394,1.000000
395,19.000000
396,-7.000000
397,-5.000000
398,13.000000
399,-1.000000
400,-1.000000
401,3.000000
402,1.000000
403,-7.000000
404,-1.000000
405,-3.000000
406,-7.000000
407,-7.000000
408,-19.000000
409,3.000000
410,1.000000
411,-3.000000
412,9.000000
413,-1.000000
414,11.000000
415,3.000000
416,-5.000000
417,-7.000000
418,-5.000000
419,-1.000000
420,1.000000
421,3.000000
422,9.000000
423,3.000000
424,-7.000000
425,1.000000
426,-3.000000
427,-7.000000
428,-13.000000
429,-3.000000
430,1.000000
431,3.000000
432,1.000000
433,11.000000
434,31.000000
435,1.000000
436,-5.000000
437,-9.000000
438,-3.000000
439,1.000000
440,-5.000000
441,5.000000
442,-1.000000
443,1.000000
444,1.000000
445,-1.000000
446,-3.000000
447,-11.000000
448,-7.000000
449,-3.000000
450,-5.000000
451,5.000000
452,27.000000
453,1.000000
454,1.000000
455,-1.000000
456,-1.000000
457,11.000000
458,-11.000000
459,-3.000000
460,1.000000
461,5.000000
462,3.000000
463,5.000000
464,-3.000000
465,-1.000000
466,-3.000000
467,7.000000
468,-9.000000
469,-7.000000
470,5.000000
471,3.000000
472,5.000000
473,-1.000000
474,1.000000
475,-1.000000
476,-5.000000
477,-11.000000
478,-11.000000
479,-1.000000
480,-1.000000
481,5.000000
482,3.000000
483,7.000000
484,1.000000
485,-3.000000
486,-3.000000
487,-5.000000
488,1.000000
489,-3.000000
490,-3.000000
491,-9.000000
492,1.000000
493,1.000000
494,5.000000
495,5.000000
496,3.000000
497,-3.000000
498,-9.000000
499,-3.000000
500,-1.000000
501,13.000000
502,5.000000
503,-1.000000
504,17.000000
505,1.000000
506,-21.000000
507,-5.000000
508,-7.000000
509,-1.000000
510,1.000000
511,9.000000
512,5.000000
513,3.000000
514,35.000000
515,-1.000000
516,35.000000
517,-9.000000
518,-3.000000
519,-3.000000
520,-3.000000
521,7.000000
522,7.000000
523,7.000000
524,1.000000
525,-3.000000
526,25.000000
527,-7.000000
528,-3.000000
529,-3.000000
530,-1.000000
531,1.000000
532,-3.000000
533,5.000000
534,-1.000000
535,5.000000
536,-11.000000
537,-7.000000
538,-11.000000
539,-1.000000
540,-3.000000
541,7.000000
542,-1.000000
543,3.000000
544,-3.000000
545,-5.000000
546,-5.000000
547,1.000000
548,-7.000000
549,-1.000000
550,-3.000000
551,5.000000
552,9.000000
553,-7.000000
554,-3.000000
555,-1.000000
556,-5.000000
557,-11.000000
558,-3.000000
559,-5.000000
560,1.000000
561,1.000000
562,1.000000
563,3.000000
564,-1.000000
565,-3.000000
566,-3.000000
567,-9.000000
568,-7.000000
569,-3.000000
570,-1.000000
571,3.000000
572,7.000000
573,9.000000
574,-7.000000
575,3.000000
576,3.000000
577,-7.000000
578,-11.000000
579,-5.000000
580,-3.000000
581,3.000000
582,5.000000
583,-1.000000
584,1.000000
585,1.000000
586,-5.000000
587,-5.000000
588,-7.000000
589,-7.000000
590,-7.000000
591,1.000000
592,1.000000
593,-1.000000
594,-11.000000
595,-7.000000
596,-7.000000
597,-7.000000
598,-7.000000
599,-5.000000
600,-3.000000
601,7.000000
602,1.000000
