index,CH1_Voltage(mV)
547,1
548,-5
549,-11
550,-1
551,9
552,-5
553,-3
554,-13
555,11
556,1
557,31
558,-3
559,-7
560,5
561,17
562,21
563,5
564,21
565,-1
566,-1
567,-1
568,1
569,-9
570,15
571,-1
572,19
573,7
574,5
575,-1
576,-17
577,-7
578,-3
579,1
580,-11
581,-1
582,-1
583,1
584,-9
585,7
586,-13
587,-5
588,-3
589,11
590,5
591,13
592,1
593,5
594,-15
595,5
596,-5
597,-5
598,13
599,-11
600,-3
601,15
602,5
603,-5
604,-15
605,9
606,-7
607,-9
608,5
609,1
610,7
611,9
612,9
613,11
614,-37
615,1
616,-1
617,-9
618,-7
619,-1
620,5
621,5
622,-9
623,15
624,13
625,5
626,-1
627,-1
628,-5
629,5
630,-7
631,15
632,-1
633,9
634,-19
635,-21
636,1
637,-1
638,-1
639,-5
640,7
641,-1
642,-3
643,-3
644,1
645,5
646,-9
647,-5
648,-1
649,1
650,1
651,5
652,-1
653,15
654,-21
655,11
656,-5
657,-9
658,-5
659,1
660,5
661,1
662,-1
663,1
664,-3
665,-3
666,-11
667,-11
668,-3
669,21
670,1
671,-19
672,-9
673,-3
674,5
675,-5
676,-11
677,-13
678,5
679,1
680,1
681,9
682,1
683,-11
684,5
685,5
686,-3
687,-15
688,-1
689,13
690,5
691,-33
692,13
693,7
694,-3
695,13
696,-15
697,1
698,-5
699,-57
700,1
701,-5
702,-5
703,-1
704,-1
705,19
706,-1
707,-1
708,-7
709,-7
710,-1
711,19
712,9
713,13
714,-1
715,-5
716,1
717,-13
718,-5
719,1
720,5
721,-1
722,5
723,5
724,-11
725,-1
726,5
727,-1
728,-9
729,-1
730,-19
731,9
732,-1
733,13
734,-1
735,5
736,-1
737,-5
738,15
739,5
740,-5
741,9
742,11
743,21
744,17
745,5
746,1
747,-7
748,5
749,-3
750,5
751,-9
752,1
753,5
754,35
755,-9
756,-1
757,-5
758,-1
759,-13
760,9
761,13
762,-1
763,5
764,-9
765,5
766,1
767,-5
768,5
769,-5
770,-1
771,5
772,1
773,7
774,-11
775,-13
776,-3
777,-1
778,-11
779,-1
780,13
781,9
782,13
783,-3
784,-7
785,-5
786,-5
787,-5
788,-15
789,-47
790,-1
791,-9
792,13
793,1
794,23
795,5
796,-9
797,5
798,-9
799,7
800,5
801,45
802,1
803,19
804,-13
805,1
806,7
807,-5
808,-7
809,-9
810,-1
811,1
812,-5
813,-15
814,19
815,5
816,1
817,-3
818,-1
819,-5
820,7
821,5
822,-5
823,13
824,-1
825,1
826,5
827,-9
828,-5
829,1
830,5
831,-5
832,17
833,1
834,-13
835,9
836,1
837,-1
838,1
839,-23
840,-11
841,-3
842,13
843,-1
844,-5
845,-3
846,1
847,5
848,7
849,-3
850,11
851,21
852,7
853,-1
854,5
855,-5
856,-3
857,-15
858,-41
859,5
860,5
861,7
862,5
863,-1
864,17
865,-9
866,-9
867,-1
868,1
869,15
870,5
871,1
872,9
873,-23
874,25
875,1
876,5
877,-1
878,-1
879,-9
880,5
881,9
882,-3
883,-13
884,1
885,-9
886,1
887,1
888,-1
889,23
890,-5
891,13
892,-21
893,-1
894,5
895,-1
896,-19
897,-1
898,-1
899,-1
900,1
901,13
902,-7
903,-7
904,5
905,5
906,-3
907,-1
908,-9
909,-13
910,-13
911,-3
912,1
913,5
914,5
915,-9
916,5
917,-13
918,-1
919,9
920,9
921,7
922,15
923,5
924,-11
925,-13
926,-7
927,-13
928,-1
929,-7
930,5
931,7
932,-1
933,15
934,5
935,-13
936,-7
937,-21
938,-55
939,7
940,-9
941,5
942,-5
943,-17
944,35
945,5
946,1
947,5
948,5
949,5
950,5
951,7
952,-7
953,7
954,5
955,19
956,1
957,-7
958,-3
959,5
960,-1
961,-5
962,5
963,5
964,-19
965,5
966,23
967,13
968,1
969,13
970,5
971,-7
972,13
973,-21
974,-11
975,-1
976,-1
977,5
978,-3
979,15
980,1
981,15
982,-23
983,-5
984,25
985,5
986,9
987,-9
988,-5
989,13
990,-1
991,-7
992,5
993,13
994,-21
995,5
996,5
997,1
998,1
999,-1
1000,37
1001,-3
1002,7
1003,33
1004,-1
1005,-1
1006,5
1007,-3
1008,-7
1009,-9
1010,-7
1011,5
1012,-1
1013,9
1014,13
1015,-5
1016,-5
1017,-13
1018,-1
1019,7
1020,-3
1021,-15
1022,7
1023,-5
1024,1
1025,-3
1026,-3
1027,-9
1028,-1
1029,-1
1030,-5
1031,19
1032,5
1033,13
1034,1
1035,-5
1036,13
1037,-5
1038,1
1039,11
1040,11
1041,-1
1042,-3
1043,-3
1044,-5
1045,-1
1046,-5
1047,5
1048,-1
1049,-3
1050,1
1051,19
1052,-3
1053,5
1054,15
1055,-1
1056,5
1057,1
1058,5
1059,1
1060,5
1061,9
1062,-3
1063,-15
1064,-1
1065,11
1066,5
1067,9
1068,1
1069,-1
1070,23
1071,-1
1072,43
1073,-1
1074,-5
1075,-1
1076,5
1077,-1
1078,5
1079,25
1080,17
1081,-9
1082,15
1083,-1
1084,7
1085,1
1086,-5
1087,5
1088,1
1089,-5
1090,1
1091,5
1092,9
1093,15
1094,1
1095,7
1096,-1
1097,5
1098,-1
1099,5
1100,5
1101,9
1102,5
1103,-1
1104,1
1105,5
1106,1
1107,5
1108,-1
1109,-3
1110,5
1111,-5
1112,7
1113,-5
1114,-1
1115,-1
1116,-7
1117,-1
1118,-5
1119,11
1120,5
1121,-7
1122,7
1123,-7
1124,-3
1125,5
1126,-3
1127,-1
1128,29
1129,-13
1130,9
1131,-1
1132,9
1133,21
1134,1
1135,-1
1136,-1
1137,1
1138,1
1139,13
1140,-1
1141,5
1142,-1
1143,-1
1144,-13
1145,1
1146,-3
1147,-17
1148,-1
1149,-1
1150,-1
1151,11
1152,5
1153,1
1154,-11
1155,1
1156,5
1157,-43
1158,-3
1159,7
1160,1
1161,13
1162,15
1163,1
1164,1
1165,-7
1166,7
1167,7
1168,-5
1169,9
1170,-1
1171,7
1172,11
1173,7
1174,5
1175,5
1176,1
1177,11
1178,-13
1179,5
1180,15
1181,-1
1182,1
1183,7
1184,27
1185,11
1186,5
1187,-13
1188,29
1189,-5
1190,-5
1191,-1
1192,15
1193,21
1194,15
1195,5
1196,-5
1197,7
1198,1
1199,-23
1200,-3
1201,5
1202,5
1203,-13
1204,5
1205,15
1206,1
1207,11
1208,-165
1209,-137
1210,39
1211,15
1212,33
1213,63
1214,5
1215,7
1216,9
1217,-1
1218,1
1219,-9
1220,-1
1221,-3
1222,-7
1223,-23
1224,-1
1225,-3
1226,-19
1227,-7
1228,-5
1229,7
1230,17
1231,15
1232,9
1233,15
1234,17
1235,-7
1236,-7
1237,-3
1238,-3
1239,-5
1240,-9
1241,5
1242,-1
1243,5
1244,7
1245,-5
1246,-11
1247,-19
1248,15
1249,15
1250,23
1251,19
1252,7
1253,31
1254,7
1255,5
1256,-1
1257,-13
1258,9
1259,35
1260,15
1261,-1
1262,5
1263,-5
1264,192.666666666667
1265,-157
1266,-71
1267,45
1268,-1
1269,13
1270,35
1271,33
1272,5
1273,1
1274,1
1275,5
1276,11
1277,-13
1278,-7
1279,-9
1280,1
1281,9
1282,15
1283,7
1284,-23
1285,-13
1286,-1
1287,1
1288,-5
1289,17
1290,-5
1291,13
1292,-15
1293,15
1294,-5
1295,13
1296,-5
1297,13
1298,-7
1299,-1
1300,1
1301,5
1302,-9
1303,-1
1304,27
1305,5
1306,-1
1307,-9
1308,37
1309,-5
1310,9
1311,9
1312,7
1313,-9
1314,11
1315,5
1316,-7
1317,-1
1318,-1
1319,5
1320,5
1321,-7
1322,-3
1323,5
1324,1
1325,5
1326,-5
1327,1
1328,-11
1329,7
1330,-15
1331,1
1332,-1
1333,-5
1334,7
1335,5
1336,-7
1337,21
1338,-1
1339,9
1340,5
1341,5
1342,27
1343,5
1344,-7
1345,-1
1346,-13
1347,27
1348,11
1349,-1
1350,7
1351,7
1352,5
1353,1
1354,-15
1355,5
1356,7
1357,-1
1358,-1
1359,5
1360,-3
1361,7
1362,1
1363,11
1364,-3
1365,-37
1366,5
1367,-5
1368,39
1369,1
1370,-5
1371,5
1372,7
1373,-19
1374,5
1375,-19
1376,13
1377,-1
1378,1
1379,-9
1380,13
1381,5
1382,5
1383,5
1384,-11
1385,9
1386,-3
1387,5
1388,-1
1389,-7
1390,-3
1391,1
1392,9
1393,15
1394,-5
1395,-5
1396,-5
1397,-1
1398,-7
1399,-1
1400,5
1401,7
1402,-5
1403,-1
1404,1
1405,-1
1406,-3
1407,-13
1408,1
1409,7
1410,1
1411,-1
1412,13
1413,-7
1414,-13
1415,13
1416,-1
1417,-5
1418,-1
1419,-1
1420,-3
1421,9
1422,13
1423,-1
1424,-23
1425,9
1426,-7
1427,5
1428,5
1429,-7
1430,9
1431,5
1432,1
1433,-23
1434,-5
1435,-1
1436,-1
1437,7
1438,15
1439,-55
1440,-1
1441,-13
1442,-23
1443,1
1444,-11
1445,5
1446,1
1447,-9
1448,-11
1449,-7
1450,-1
1451,11
1452,9
1453,5
1454,-1
1455,-7
1456,-5
1457,-15
1458,1
1459,-5
1460,9
1461,1
1462,13
1463,-3
1464,-9
1465,9
1466,-5
1467,-1
1468,1
1469,15
1470,5
1471,5
1472,-3
1473,25
1474,-1
1475,-11
1476,-1
1477,-9
1478,1
1479,5
1480,-13
1481,5
1482,-5
1483,-41
1484,-9
1485,-7
1486,9
1487,5
1488,1
1489,-5
1490,5
1491,1
1492,-5
1493,31
1494,7
1495,1
1496,9
1497,-9
1498,27
1499,19
1500,-43
1501,13
1502,21
1503,-1
1504,-1
1505,1
1506,-9
1507,-9
1508,-5
1509,-27
1510,-1
1511,5
1512,-13
1513,-11
1514,5
1515,-9
1516,5
1517,-5
1518,1
1519,5
1520,-1
1521,5
1522,13
1523,5
1524,9
1525,5
1526,5
1527,13
1528,1
1529,1
1530,17
1531,13
1532,5
1533,19
1534,-1
1535,-7
1536,7
1537,-7
1538,13
1539,5
1540,1
1541,-1
1542,-9
1543,-43
1544,19
1545,-23
1546,-1
1547,13
1548,45
1549,1
1550,5
1551,19
1552,5
1553,-11
1554,-3
1555,13
1556,7
1557,-1
1558,-9
1559,21
1560,-5
1561,-1
1562,15
1563,5
1564,-9
1565,5
1566,1
1567,-3
1568,5
1569,53
1570,9
1571,5
1572,7
1573,15
1574,-5
1575,5
1576,-3
1577,5
1578,-7
1579,-5
1580,-5
1581,5
1582,1
1583,5
1584,5
1585,-19
1586,13
1587,-19
1588,-7
1589,1
1590,7
1591,5
1592,-5
1593,-3
1594,-7
1595,-9
1596,-3
1597,-5
1598,-13
1599,-5
1600,5
1601,7
1602,-1
1603,-1
1604,-7
1605,-1
1606,-7
1607,-5
1608,5
1609,-5
1610,1
1611,11
1612,45
1613,-21
1614,-1
1615,7
1616,1
1617,-13
1618,-7
1619,17
1620,1
1621,13
1622,21
1623,7
1624,5
1625,-19
1626,-7
1627,-1
1628,7
1629,-5
1630,-3
1631,1
1632,1
1633,9
1634,1
1635,1
1636,-1
1637,5
1638,9
1639,1
1640,7
1641,9
1642,5
1643,5
1644,1
1645,-11
1646,-1
1647,-21
1648,-7
1649,9
1650,17
1651,5
1652,-5
1653,-1
1654,7
1655,-1
1656,45
1657,-1
1658,-15
1659,-15
1660,-1
1661,-33
1662,15
1663,-5
1664,13
1665,-1
1666,-11
1667,-13
1668,5
1669,-1
1670,9
1671,-9
1672,11
1673,-41
1674,13
1675,7
1676,-11
1677,-1
1678,-39
1679,5
1680,-1
1681,5
1682,-7
1683,7
1684,15
1685,-3
1686,-21
1687,17
1688,-29
1689,5
1690,31
1691,23
1692,13
1693,-5
1694,7
1695,1
1696,1
1697,-15
1698,-9
1699,5
1700,-3
1701,1
1702,19
1703,1
1704,5
1705,-21
1706,-15
1707,-19
1708,-17
1709,27
1710,-3
1711,15
1712,21
1713,19
1714,11
1715,19
1716,-11
1717,-37
1718,9
1719,-1
1720,-1
1721,-1
1722,1
1723,11
1724,9
1725,-69
1726,-41
1727,-17
1728,-13
1729,-1
1730,-9
1731,-1
1732,15
1733,15
1734,-19
1735,45
1736,5
1737,-1
1738,31
1739,5
1740,1
1741,15
1742,31
1743,41
1744,-31
1745,5
1746,-9
1747,1
1748,-1
1749,19
1750,-31
1751,25
1752,5
1753,21
1754,-17
1755,-23
1756,-9
1757,-27
1758,-1
1759,41
1760,-13
1761,17
1762,-1
1763,-9
1764,-13
1765,9
1766,-7
1767,-17
1768,-13
1769,35
1770,15
1771,35
1772,9
1773,5
1774,13
1775,-15
1776,-1
1777,-7
1778,7
1779,23
1780,-1
1781,9
1782,7
1783,29
1784,-9
1785,5
1786,13
1787,-5
1788,-11
1789,-5
1790,55
1791,13
1792,43
1793,-167
1794,-5
1795,5
1796,-23
1797,-1
1798,-5
1799,5
1800,5
1801,-1
1802,43
1803,-7
1804,-1
1805,-87
1806,-9
1807,-15
1808,-21
1809,-7
1810,1
1811,-1
1812,-1
1813,-13
1814,-1
1815,-37
1816,-17
1817,-13
1818,-15
1819,-3
1820,-7
1821,1
1822,5
1823,-9
1824,-1
1825,45
1826,-9
1827,-11
1828,11
1829,13
1830,-5
1831,-11
1832,17
1833,5
1834,5
1835,43
1836,-1
1837,-23
1838,-7
1839,1
1840,7
1841,13
1842,-1
1843,9
1844,7
1845,-7
1846,-3
1847,-3
1848,1
1849,-3
1850,5
1851,5
1852,-3
1853,13
1854,5
1855,-7
1856,5
1857,-11
1858,-1
1859,9
1860,-1
1861,5
1862,5
1863,-21
1864,1
1865,5
1866,-11
1867,17
1868,-23
1869,7
1870,13
1871,1
1872,-7
1873,17
1874,-23
1875,17
1876,-7
1877,-15
1878,1
1879,-5
1880,-1
1881,13
1882,29
1883,5
1884,-19
1885,13
1886,-5
1887,-1
1888,-11
1889,-3
1890,-21
1891,13
1892,19
1893,13
1894,-1
1895,9
1896,-1
1897,1
1898,-1
1899,-13
1900,5
1901,1
1902,19
1903,19
1904,-1
1905,7
1906,-3
1907,-3
1908,9
1909,-3
1910,1
1911,17
1912,-9
1913,-7
1914,1
1915,-7
1916,-3
1917,1
1918,-19
1919,-1
1920,7
1921,9
1922,5
1923,-5
1924,11
1925,-9
1926,-1
1927,-7
1928,11
1929,-3
1930,-5
1931,13
1932,9
1933,23
1934,-5
1935,29
1936,-5
1937,5
1938,-37
1939,1
1940,5
1941,5
1942,9
1943,9
1944,11
1945,-5
1946,1
1947,1
1948,-1
1949,-1
1950,-5
1951,11
1952,-1
1953,-1
1954,5
1955,-1
1956,-1
1957,1
1958,-9
1959,-1
1960,-7
1961,5
1962,11
1963,-1
1964,-3
1965,-1
1966,-9
1967,-9
1968,1
1969,-7
1970,-7
1971,5
1972,23
1973,5
1974,1
1975,-3
1976,-5
1977,5
1978,-15
1979,7
1980,-1
1981,15
1982,-7
1983,5
1984,-3
1985,5
1986,5
1987,-5
1988,7
1989,-5
1990,1
1991,-1
1992,5
1993,25
1994,5
1995,-7
1996,-5
1997,9
1998,1
1999,-3
2000,-1
2001,13
2002,17
2003,1
2004,-1
2005,-1
2006,-13
2007,-1
2008,1
2009,-13
2010,-5
2011,-1
2012,1
2013,-5
2014,-15
2015,1
2016,-9
2017,-9
2018,11
2019,-1
2020,-5
2021,5
2022,5
2023,-9
2024,7
2025,1
2026,1
2027,-7
2028,5
2029,-1
2030,-1
2031,23
2032,15
2033,7
2034,5
2035,-19
2036,-33
2037,9
2038,-9
2039,37
2040,9
2041,5
2042,5
2043,5
2044,15
2045,-1
2046,5
2047,-11
2048,-9
2049,1
2050,9
2051,13
2052,11
2053,5
2054,7
2055,-1
2056,-5
2057,-7
2058,9
2059,-1
2060,-5
2061,-1
2062,39
2063,-43
2064,-1
2065,5
2066,7
2067,9
2068,-1
2069,-1
2070,7
2071,1
2072,13
2073,11
2074,-13
2075,-5
2076,5
2077,-1
2078,-3
2079,5
2080,5
2081,13
2082,-1
2083,1
2084,-1
2085,-1
2086,1
2087,-7
2088,-1
2089,-9
2090,-45
2091,1
2092,9
2093,-11
2094,-1
2095,5
2096,-1
2097,-1
2098,-7
2099,1
2100,15
2101,11
2102,5
2103,9
2104,7
2105,-7
2106,-9
2107,5
2108,9
2109,27
2110,5
2111,-3
2112,-7
2113,1
2114,-9
2115,1
2116,-15
2117,-11
2118,-5
2119,-17
2120,1
2121,5
2122,9
2123,1
2124,1
2125,5
2126,-13
2127,-5
2128,1
2129,-3
2130,-3
2131,5
2132,9
2133,43
2134,5
2135,1
2136,-9
2137,-17
2138,-13
2139,1
2140,7
2141,5
2142,25
2143,1
2144,1
2145,19
2146,-1
2147,-3
2148,-23
2149,7
2150,-7
2151,5
2152,-1
2153,5
2154,9
2155,-27
2156,1
2157,-9
2158,-9
2159,5
2160,-11
2161,-5
2162,5
2163,-7
2164,1
2165,7
2166,-7
2167,-7
2168,-15
2169,-1
2170,-11
2171,15
2172,5
2173,5
2174,19
2175,1
2176,5
2177,-1
2178,1
2179,25
2180,1
2181,15
2182,1
2183,-1
2184,1
2185,-5
2186,-1
2187,-7
2188,-13
2189,-9
2190,1
2191,5
2192,-1
2193,9
2194,7
2195,-3
2196,-13
2197,5
2198,-1
2199,-1
2200,1
2201,5
2202,15
2203,9
2204,5
2205,-3
2206,-7
2207,1
2208,-31
2209,5
2210,5
2211,5
2212,-3
2213,1
2214,-5
2215,-5
2216,5
2217,5
2218,5
2219,-9
2220,11
2221,1
2222,17
2223,-3
2224,-3
2225,7
2226,-7
2227,17
2228,-5
2229,1
2230,5
2231,-3
2232,9
2233,5
2234,21
2235,-7
2236,-15
2237,-5
2238,-9
2239,-11
2240,21
2241,1
2242,15
2243,11
2244,13
2245,1
2246,-15
2247,-3
2248,9
2249,-15
2250,5
2251,-7
2252,7
2253,7
2254,1
2255,9
2256,-13
2257,-7
2258,15
2259,-9
2260,5
2261,9
2262,-3
2263,-13
2264,9
2265,-1
2266,-9
2267,-5
2268,5
2269,1
2270,-9
2271,-13
2272,5
2273,27
2274,-1
2275,-23
2276,-1
2277,-5
2278,-7
2279,5
2280,-3
2281,5
2282,7
2283,-11
2284,7
2285,5
2286,-5
2287,7
2288,15
2289,1
2290,-5
2291,-3
2292,-1
2293,-5
2294,13
2295,-1
2296,-7
2297,-3
2298,-9
2299,7
2300,7
2301,9
2302,11
2303,13
2304,-51
2305,-1
2306,-19
2307,-3
2308,-5
2309,-3
2310,-11
2311,-27
2312,5
2313,9
2314,-19
2315,5
2316,-23
2317,7
2318,13
2319,-7
2320,9
2321,5
2322,5
2323,9
2324,-5
2325,-11
2326,-1
2327,-13
2328,1
2329,1
2330,-15
2331,19
2332,17
2333,9
2334,1
2335,-5
2336,1
2337,17
2338,-23
2339,27
2340,5
2341,-3
2342,-1
2343,9
2344,-1
2345,-1
2346,-5
2347,-1
2348,-27
2349,-3
2350,37
2351,5
2352,9
2353,13
2354,15
2355,5
2356,1
2357,-5
2358,-13
2359,5
2360,1
2361,25
2362,1
2363,13
2364,1
2365,-5
2366,5
2367,1
2368,-3
2369,5
2370,-1
2371,-1
2372,5
2373,21
2374,5
2375,11
2376,-1
2377,5
2378,-1
2379,7
2380,-5
2381,11
2382,-5
2383,9
2384,13
2385,15
2386,-1
2387,-15
2388,5
2389,-3
2390,5
2391,1
2392,9
2393,-3
2394,-3
2395,-9
2396,-1
2397,-15
2398,21
2399,-5
2400,7
2401,-5
2402,-15
2403,9
2404,5
2405,5
2406,-11
2407,15
2408,-9
2409,-3
2410,-15
2411,15
2412,1
2413,-5
2414,9
2415,-7
2416,-11
2417,-1
2418,9
2419,-5
2420,-1
2421,9
2422,-39
2423,35
2424,-11
2425,-9
2426,5
2427,1
2428,-13
2429,-3
2430,-1
2431,1
2432,9
2433,5
2434,-7
2435,1
2436,-7
2437,5
2438,-13
2439,-5
2440,5
2441,5
2442,7
2443,11
2444,-1
2445,-3
2446,-7
2447,1
2448,-23
2449,7
2450,17
2451,21
2452,-3
2453,9
2454,5
2455,-13
2456,1
2457,7
2458,19
2459,1
2460,21
2461,9
2462,15
2463,-1
2464,5
2465,5
2466,-17
2467,-5
2468,1
2469,-1
2470,5
2471,25
2472,1
2473,1
2474,-5
2475,25
2476,-5
2477,5
2478,-23
2479,5
2480,5
2481,-9
2482,-5
2483,1
2484,15
2485,5
2486,-7
2487,9
2488,-3
2489,13
2490,25
2491,1
2492,15
2493,5
2494,5
2495,-15
2496,-1
2497,-9
2498,5
2499,-1
2500,15
2501,15
2502,17
2503,-5
2504,-3
2505,-11
2506,-5
2507,-1
2508,17
2509,-13
2510,-15
2511,1
2512,-11
2513,5
2514,-5
2515,-7
2516,19
2517,-15
2518,9
2519,-1
2520,27
2521,15
2522,5
2523,5
2524,-1
2525,-9
2526,-15
2527,-3
2528,5
2529,13
2530,15
2531,25
2532,-5
2533,15
2534,1
2535,-13
2536,-93
2537,9
2538,-11
2539,5
2540,-1
2541,1
2542,-5
2543,9
2544,-1
2545,7
2546,-7
2547,-9
2548,21
2549,-13
2550,-1
2551,-5
2552,13
2553,7
2554,15
2555,-9
2556,1
2557,-5
2558,5
2559,-1
2560,19
2561,-3
2562,5
2563,-5
2564,1
2565,5
2566,9
2567,-11
2568,-13
2569,192.666666666667
2570,192.666666666667
2571,-9
2572,-19
2573,63
2574,15
2575,25
2576,17
2577,21
2578,-37
2579,23
2580,-1
2581,-1
2582,17
2583,23
2584,1
2585,7
2586,-1
2587,9
2588,35
2589,7
2590,9
2591,23
2592,-15
2593,-19
2594,-15
2595,-11
2596,-13
2597,21
2598,5
2599,11
2600,13
2601,5
2602,15
2603,-5
2604,-5
2605,-11
2606,15
2607,-37
2608,-17
2609,-29
2610,-23
2611,19
2612,29
2613,29
2614,31
2615,21
2616,1
2617,-1
2618,-1
2619,1
2620,5
2621,1
2622,13
2623,-3
2624,17
2625,9
2626,-5
2627,7
2628,13
2629,9
2630,-11
2631,17
2632,5
2633,-5
2634,-19
2635,-9
2636,-3
2637,-144.666666666667
2638,-49
2639,-91
2640,-75
2641,-27
2642,-33
2643,-15
2644,17
2645,49
2646,25
2647,-1
2648,-5
2649,-3
2650,9
2651,15
2652,9
2653,5
2654,9
2655,5
2656,-11
2657,-11
2658,1
2659,5
2660,-13
2661,13
2662,-11
2663,35
2664,1
2665,13
2666,-1
2667,-7
2668,-13
2669,-3
2670,-11
2671,1
2672,-1
2673,5
2674,9
2675,21
2676,9
2677,-15
2678,5
2679,-3
2680,-3
2681,1
2682,5
2683,9
2684,15
2685,9
2686,1
2687,27
2688,-9
2689,-9
2690,23
2691,11
2692,21
2693,-13
2694,5
2695,5
2696,-1
2697,1
2698,15
2699,-11
2700,15
2701,9
2702,-3
2703,15
2704,7
2705,15
2706,-27
2707,-3
2708,1
2709,9
2710,-15
2711,-5
2712,-5
2713,7
2714,31
2715,19
2716,9
2717,-21
2718,-13
2719,-1
2720,-7
2721,-1
2722,5
